min_deg,max_deg,number_component,number_articul,numbertriangle,clique_number,max_independent_set,distribution
9,79,1,0,55140,51,4,1
0,74,2,0,47832,52,7,0
13,85,1,0,65543,55,4,1
2,78,1,0,59078,56,6,0
13,75,1,0,47284,44,4,1
1,78,2,0,55212,55,6,0
5,74,1,0,51230,56,5,0
0,72,3,1,45494,49,7,0
2,81,1,0,58185,51,5,1
0,73,2,0,45121,51,6,0
0,83,2,0,73233,61,5,0
0,80,2,0,56107,53,6,0
0,77,2,0,54114,54,6,0
1,87,1,1,59938,49,4,1
1,79,2,0,54944,50,6,0
15,81,1,0,58963,52,4,1
0,82,2,0,57187,53,5,1
14,85,1,0,68684,57,4,1
1,75,1,1,48017,53,6,0
0,79,2,0,57316,55,6,0
8,75,1,0,47630,49,4,1
3,74,1,0,48340,52,6,0
3,82,1,0,63315,57,6,0
0,79,4,0,59576,57,7,0
9,83,1,0,65520,56,4,1
1,84,1,1,58710,53,5,1
4,82,1,0,64050,61,4,1
11,80,1,0,52588,47,4,1
2,70,1,1,45182,55,7,0
15,77,1,0,48866,42,4,1
2,79,1,1,59923,56,6,0
6,83,1,0,63828,54,4,1
4,80,1,0,55398,49,4,1
0,73,2,0,51446,58,7,0
1,78,1,1,53713,52,6,0
2,79,1,0,50298,48,5,1
2,74,1,2,49044,53,5,0
9,81,1,0,59390,53,4,1
4,88,1,0,70722,56,4,1
3,77,1,0,48366,50,6,1
2,82,1,0,57697,50,4,1
6,83,1,0,57751,48,4,1
2,77,1,1,56150,58,6,0
1,82,1,2,72650,63,6,0
1,78,1,2,51303,47,5,1
0,80,2,0,55112,53,6,0
3,78,1,0,51509,45,4,1
7,77,1,0,57094,64,5,0
1,77,1,1,54773,54,7,0
6,84,1,0,59786,54,4,1
6,77,1,0,48645,46,5,1
0,72,2,0,41971,48,7,0
0,79,2,0,55953,50,5,1
8,74,1,0,43795,45,5,1
7,80,1,0,57032,56,4,1
0,80,2,0,62667,57,6,0
0,74,2,0,51102,55,6,0
8,81,1,0,59564,53,4,1
1,81,2,1,58344,55,6,0
3,72,1,0,46135,51,6,0
4,80,1,0,57966,55,5,1
6,74,1,0,47250,46,5,1
0,71,2,0,43378,52,6,0
1,77,1,2,52937,52,5,0
20,84,1,0,58208,49,3,1
2,81,1,0,59174,54,5,1
0,77,3,0,59288,58,7,0
9,79,1,0,53393,52,4,1
4,82,1,0,64780,57,5,1
8,75,1,0,48100,48,4,1
1,77,1,1,52996,48,5,1
3,78,1,0,59159,55,5,0
22,82,1,0,55347,54,4,1
1,78,1,2,58566,56,6,0
0,74,2,0,50893,53,7,0
12,84,1,0,60092,50,4,1
6,82,1,0,57303,51,4,1
2,79,1,0,57032,55,5,0
6,75,1,0,47352,48,4,1
2,75,1,0,48285,50,5,1
1,82,1,1,59982,54,5,1
2,75,1,4,41894,46,6,0
1,67,1,1,35989,44,6,0
7,81,1,0,53019,48,4,1
5,85,1,0,68339,55,4,1
1,75,1,2,48133,50,6,0
0,84,3,2,77812,67,7,0
3,72,1,0,44966,46,5,1
6,80,1,0,49554,46,4,1
8,77,1,0,41929,42,5,1
1,78,1,1,57954,60,6,0
2,74,1,0,48161,50,5,1
1,81,1,2,65580,57,6,0
13,76,1,0,50770,47,4,1
0,81,2,1,62920,60,7,0
0,78,2,0,54035,51,6,0
0,84,3,0,67260,56,7,0
0,71,2,0,39909,43,6,0
0,77,2,1,52395,52,8,0
3,72,1,0,43959,51,5,0
2,72,1,0,45821,50,5,0
14,84,1,0,63793,56,4,1
9,75,1,0,49768,51,4,1
0,76,2,0,57101,59,6,0
0,83,2,2,68298,59,7,0
1,79,1,1,56586,55,6,0
4,79,1,0,62408,57,5,0
7,78,1,0,59624,59,5,1
3,79,1,0,49536,46,5,1
0,76,3,0,51761,51,7,0
0,78,2,0,55313,58,6,0
9,76,1,0,52565,52,5,1
0,81,3,0,60033,57,7,0
10,77,1,0,53110,53,4,1
0,77,2,1,55473,53,7,0
9,83,1,0,60148,50,4,1
1,81,1,1,53063,47,5,1
5,76,1,0,44201,43,5,1
0,82,2,0,59564,52,5,0
0,82,2,2,66675,61,6,0
5,77,1,0,55366,55,5,0
2,75,1,2,49259,49,5,0
8,80,1,0,57418,52,4,1
0,81,3,0,59479,53,7,0
2,73,1,0,48025,54,6,0
12,69,1,0,40391,41,5,1
0,75,2,0,52148,51,5,1
6,80,1,0,56263,51,4,1
0,78,3,0,53448,54,7,0
7,80,1,0,55694,53,5,1
8,74,1,0,45451,45,4,1
5,79,1,0,50567,45,4,1
0,77,3,0,53489,54,6,0
2,74,1,0,43657,47,5,1
7,77,1,0,48425,47,5,1
18,72,1,0,40756,41,4,1
19,83,1,0,56307,54,4,1
23,84,1,0,57840,47,3,1
0,74,2,0,53232,54,6,0
0,79,2,2,54265,53,6,0
14,73,1,0,40824,45,4,1
2,77,1,0,54730,56,5,0
6,77,1,0,53553,54,5,0
6,78,1,0,48938,45,4,1
6,84,1,0,65625,55,4,1
2,75,1,0,46752,48,6,0
1,81,1,1,56342,52,5,1
11,74,1,0,45347,47,4,1
1,86,2,0,73572,63,6,0
5,78,1,0,50016,46,4,1
1,82,1,2,66247,56,5,0
0,79,2,2,54499,52,7,0
7,81,1,0,60672,53,4,1
1,78,1,4,53756,56,7,0
0,81,3,1,69956,64,7,0
4,77,1,0,50279,45,5,1
2,78,1,1,58899,59,6,0
1,81,1,1,67022,59,5,0
11,78,1,0,51967,47,4,1
5,76,1,0,47736,46,5,1
5,77,1,0,53517,55,5,0
7,76,1,0,49489,46,5,1
8,78,1,0,55027,50,5,1
1,79,1,1,55985,55,6,0
7,85,1,0,57795,49,4,1
8,79,1,0,58935,52,4,1
0,77,3,0,55801,55,7,0
1,73,2,1,47098,53,7,0
6,73,1,0,45713,47,4,1
1,79,1,1,57038,55,5,1
3,69,1,0,38019,46,6,0
1,79,1,1,55725,55,6,0
0,79,2,0,58808,56,6,0
1,81,1,4,58179,54,6,0
6,75,1,0,45261,43,5,1
1,78,1,1,52959,50,5,1
4,79,1,0,58437,52,5,1
4,77,1,0,54158,53,6,0
1,78,1,1,49781,50,5,1
0,80,2,0,51395,53,7,0
2,83,1,0,60619,58,5,1
1,81,2,0,62594,57,6,0
12,82,1,0,64228,55,4,1
1,79,1,1,55897,52,6,1
9,85,1,0,63770,56,4,1
1,74,1,1,48741,46,5,1
1,81,2,0,54811,50,6,0
0,75,2,0,52895,56,6,0
0,71,2,2,39995,50,8,0
18,90,1,0,72038,56,3,1
4,77,1,0,53630,51,5,1
9,77,1,0,45892,44,5,1
1,82,1,1,64198,57,6,0
2,75,1,0,49673,49,5,0
0,81,2,1,61947,54,6,0
0,81,3,0,61608,55,6,0
11,85,1,0,67909,56,4,1
8,82,1,0,70371,60,4,0
1,72,2,0,46476,55,7,0
19,76,1,0,48907,47,4,1
13,83,1,0,58446,49,4,1
5,75,1,0,49243,48,4,1
0,81,3,0,62030,55,7,0
14,79,1,0,58853,54,4,1
0,74,2,2,52286,57,7,0
0,72,2,0,45068,47,6,0
2,78,1,3,53455,54,6,0
0,79,2,0,59698,57,6,0
6,80,1,0,58923,52,4,1
0,78,2,0,56070,54,6,0
1,76,2,1,52060,54,7,0
0,76,2,0,51820,51,5,1
4,75,1,0,45886,42,5,1
0,75,2,1,50882,55,7,0
3,81,1,0,58638,52,5,1
0,76,3,1,56335,58,8,0
9,76,1,0,48547,49,4,1
0,78,2,0,54532,54,6,0
7,73,1,0,48260,54,5,0
4,81,1,0,59000,55,6,0
3,77,1,0,51135,47,5,1
0,75,2,0,49678,53,6,0
11,83,1,0,58975,49,4,1
6,77,1,0,52634,50,4,1
0,70,4,0,42871,49,8,0
4,80,1,0,63305,58,5,0
0,75,2,0,46816,50,6,0
0,73,2,0,41122,47,6,0
4,79,1,0,52978,51,5,1
0,76,3,0,54402,55,8,0
4,75,1,0,46454,52,5,0
1,73,1,1,41900,45,6,0
0,74,2,0,46054,50,6,0
9,83,1,0,62967,53,4,1
0,75,3,0,48796,49,7,0
0,75,2,0,49400,53,6,0
3,79,1,0,62211,61,6,0
4,74,1,0,47422,49,5,1
10,79,1,0,57421,55,4,1
4,81,1,0,55266,49,5,1
10,82,1,0,53118,46,4,1
6,76,1,0,52265,53,5,0
0,82,2,0,53666,50,5,1
6,79,1,0,54972,51,4,1
1,80,1,1,60248,55,5,0
6,79,1,0,52613,48,4,1
0,75,2,0,46607,47,5,1
8,81,1,0,51492,47,4,1
0,74,2,0,53994,57,6,0
5,82,1,0,66807,57,5,1
0,65,2,1,33792,43,7,0
3,76,1,0,45122,46,5,1
3,74,1,0,47806,46,5,1
2,82,1,0,56024,52,5,1
2,86,1,0,72829,58,5,0
8,80,1,0,54152,48,4,1
5,83,1,0,63157,56,4,1
7,79,1,0,51763,49,4,1
1,76,1,1,52049,54,6,0
0,82,2,1,65824,60,5,0
7,77,1,0,48905,46,5,1
0,84,3,0,69197,57,6,0
1,77,1,1,47807,47,5,1
8,75,1,0,51012,52,5,1
1,83,1,2,61674,53,5,1
5,74,1,0,44699,45,5,1
4,78,1,0,52058,52,5,1
6,76,1,0,51466,51,5,1
16,83,1,0,59664,49,4,1
2,75,1,0,45954,47,5,1
3,78,1,0,52830,50,6,1
2,82,1,0,63598,58,6,0
1,80,1,3,63213,59,6,0
0,78,3,0,56970,57,6,0
0,74,3,0,45872,51,7,0
0,79,3,0,60872,56,6,0
0,79,2,1,58258,56,6,0
6,75,1,0,45571,46,5,1
0,72,2,0,39871,46,6,0
4,77,1,0,50610,52,5,1
0,64,3,0,32714,41,8,0
3,79,1,0,53787,50,5,0
0,71,2,1,43244,51,7,0
0,71,2,0,44440,52,7,0
3,76,1,0,53867,58,6,0
4,86,1,0,64736,55,5,1
0,74,2,1,48982,51,7,0
0,77,4,0,56597,56,8,0
0,73,3,0,50297,55,6,0
8,74,1,0,48883,50,4,1
5,83,1,0,57746,55,5,0
0,73,2,0,44133,52,7,0
7,80,1,0,48185,44,4,1
1,80,1,1,57098,53,7,0
3,78,1,0,56090,56,5,0
4,71,1,0,42690,47,6,0
1,75,1,2,49478,50,6,0
15,79,1,0,61216,58,4,1
8,70,1,0,40421,45,4,1
0,77,2,0,60438,61,7,0
1,78,1,1,49823,48,6,0
17,73,1,0,45872,46,4,1
7,75,1,0,45049,43,4,1
3,83,1,0,57166,51,4,1
7,78,1,0,44892,45,5,1
2,76,1,0,57364,55,6,0
1,80,2,0,58532,56,5,0
9,74,1,0,43289,44,5,1
5,78,1,0,59009,56,5,0
1,77,1,1,52961,49,5,1
0,85,2,0,68441,56,5,0
5,72,1,0,44204,48,5,1
1,71,2,0,41309,47,6,0
6,77,1,0,49307,48,5,1
4,76,1,0,47471,48,5,1
6,82,1,0,59798,54,4,1
5,84,1,0,56426,56,5,1
1,85,1,2,74929,59,6,0
3,72,1,0,42619,47,6,0
0,79,2,0,63659,60,6,0
0,78,2,0,56376,56,6,0
2,90,1,0,89421,69,5,0
5,72,1,0,47437,56,6,0
11,85,1,0,69928,61,4,1
5,74,1,0,43786,48,5,0
4,75,1,0,51170,53,5,0
5,73,1,0,45950,51,5,0
6,74,1,0,44240,48,5,0
1,80,1,2,57151,56,6,0
6,77,1,0,49166,45,4,1
8,78,1,0,50635,48,5,1
1,75,1,2,51024,52,5,0
1,72,1,1,40411,46,6,0
5,79,1,0,57994,53,5,1
5,79,1,0,64671,61,5,0
4,77,1,0,50728,54,5,0
4,79,1,0,61751,56,4,1
2,78,1,0,55453,52,5,1
0,82,2,0,58476,52,5,1
4,75,1,0,53723,55,5,0
7,87,1,0,78549,64,4,0
2,80,1,0,60970,58,5,0
0,79,2,2,65626,62,7,0
5,75,1,0,47782,49,5,0
1,79,2,0,63137,62,6,0
0,74,2,0,44253,48,7,0
2,76,1,0,52632,54,5,1
5,78,1,0,52204,50,4,1
1,70,2,0,37304,42,6,0
9,77,1,0,55527,55,4,1
7,78,1,0,53930,49,4,1
3,81,1,0,56713,53,5,1
2,80,1,0,61931,57,5,0
0,71,2,3,45758,53,7,0
1,79,1,1,55928,53,5,1
0,78,2,0,61101,61,6,0
5,77,1,0,49771,48,5,1
13,72,1,0,45266,46,4,1
3,84,1,0,56224,48,4,1
0,71,2,0,38737,45,7,0
0,68,2,2,38260,45,8,0
1,80,1,1,51308,48,5,1
12,79,1,0,55450,51,4,1
2,77,1,0,53383,52,5,1
1,84,1,1,60823,54,5,1
0,79,3,0,60522,56,7,0
0,77,3,0,57685,57,7,0
1,79,2,0,57133,56,6,0
1,83,1,1,69812,61,6,0
5,83,1,0,63146,53,4,1
2,78,1,1,57514,59,6,0
7,69,1,0,39097,41,5,1
1,81,1,1,62773,56,6,0
1,79,1,1,54474,54,6,0
6,79,1,0,50548,46,5,1
18,75,1,0,47090,43,4,1
2,70,1,1,39029,46,6,0
4,80,1,0,61025,56,5,1
1,74,1,1,47345,53,7,0
0,79,3,0,57652,58,7,0
2,80,1,0,54342,50,4,1
7,79,1,0,53826,52,4,1
1,75,1,1,52944,57,6,0
0,81,2,0,58456,52,5,0
7,77,1,0,49155,49,4,1
1,82,1,1,56590,47,5,1
0,77,2,2,46246,47,7,0
11,79,1,0,55330,52,4,1
11,79,1,0,54368,51,4,1
15,81,1,0,54337,50,4,1
0,67,3,0,37090,47,7,0
12,77,1,0,51980,48,4,1
1,74,1,1,46350,50,6,0
1,74,1,3,48425,53,7,0
1,79,1,1,49001,47,5,1
7,84,1,0,65115,56,4,1
7,79,1,0,54619,53,5,1
0,79,2,0,57511,54,6,0
1,71,1,1,43182,53,7,0
6,78,1,0,52826,49,5,1
8,75,1,0,51802,50,4,1
6,78,1,0,52592,52,5,0
2,78,1,1,57496,58,5,0
4,74,1,0,43383,45,5,1
7,76,1,0,53427,55,5,0
12,83,1,0,62264,51,4,1
0,77,2,0,49072,48,5,1
1,77,2,0,50065,50,6,0
2,75,1,0,48735,50,5,0
0,73,2,0,43807,47,7,0
9,74,1,0,46182,47,5,0
0,83,3,0,64168,55,6,0
0,83,2,0,66280,60,6,0
12,73,1,0,44114,44,4,1
1,82,1,1,63061,52,5,1
2,80,1,0,55819,53,5,0
1,79,1,1,63492,58,6,0
16,82,1,0,59759,55,4,1
0,73,3,0,44185,47,7,0
0,77,2,0,50545,50,7,0
9,79,1,0,52702,53,4,1
0,78,2,0,59846,58,6,0
1,76,1,1,48316,48,5,1
3,78,1,0,51767,52,5,1
1,75,1,1,49388,50,6,0
2,86,1,0,65899,56,4,1
3,78,1,1,56599,55,6,0
0,81,2,2,59157,55,8,0
16,85,1,0,66541,58,4,1
6,73,1,0,41305,43,5,1
3,84,1,0,73867,63,5,0
3,77,1,0,52158,49,5,0
11,77,1,0,55174,51,4,1
11,80,1,0,60603,56,4,1
1,78,1,1,52857,49,5,1
1,82,1,3,67697,61,7,0
1,74,2,0,49932,53,6,0
0,81,2,0,58694,55,6,0
0,78,2,0,50545,50,6,0
1,74,2,1,49116,53,6,0
1,76,2,0,55549,57,6,0
3,69,1,0,38842,42,5,0
8,77,1,0,51439,48,4,1
1,79,2,2,56081,59,7,0
1,78,1,1,59982,59,6,0
4,75,1,0,50221,53,5,0
2,79,1,0,56220,50,4,1
4,78,1,0,47193,51,5,0
2,79,1,1,53031,52,5,0
5,76,1,0,49397,52,5,0
0,75,2,0,47731,44,5,1
6,78,1,0,55843,52,5,1
0,82,2,1,66500,58,6,0
22,74,1,0,48463,46,4,1
10,76,1,0,46994,47,4,1
5,82,1,0,56357,47,5,0
1,80,2,1,54864,51,7,0
2,78,1,1,60053,56,5,0
1,76,2,1,49733,51,7,0
4,80,1,0,54922,52,5,1
2,81,1,0,61302,54,5,1
1,72,1,2,45218,48,6,0
0,74,2,0,49655,54,7,0
3,83,1,0,56459,47,5,1
0,70,3,0,37453,43,7,0
1,78,1,1,57018,56,6,0
2,87,1,0,68247,57,6,0
5,82,1,0,64893,58,4,1
2,80,1,0,55516,52,5,1
0,77,2,0,61286,62,6,0
3,83,1,0,63514,57,5,0
3,72,1,0,46265,53,6,0
11,80,1,0,54640,49,4,1
1,75,1,3,50228,51,6,0
4,81,1,0,52285,49,5,1
0,79,2,0,54535,49,5,1
8,84,1,0,65869,54,4,1
3,78,1,0,56357,54,5,1
1,82,1,1,55880,49,5,1
8,83,1,0,56654,53,4,1
4,75,1,0,46586,46,5,1
9,75,1,0,49409,48,4,1
1,78,1,1,47523,44,5,1
6,79,1,0,53404,51,5,0
11,80,1,0,52947,48,4,1
4,83,1,0,59680,50,5,1
0,77,3,1,50160,53,7,0
10,75,1,0,49659,47,4,1
4,83,1,0,58722,52,5,1
7,72,1,0,43445,48,5,1
1,81,1,1,57287,51,5,1
2,72,1,0,42695,41,5,1
1,77,1,2,52794,52,6,0
12,71,1,0,42142,45,4,1
1,74,1,3,48211,53,7,0
3,71,1,0,42579,49,6,0
1,81,3,0,65809,60,6,0
2,81,1,1,62827,59,6,0
1,74,2,0,45409,48,6,0
0,73,3,0,47937,53,7,0
13,79,1,0,51739,48,4,1
0,85,2,0,69653,59,5,0
9,80,1,0,52775,49,4,1
3,84,1,0,59438,55,5,0
1,83,2,0,71819,63,5,0
3,78,1,0,54695,54,5,0
0,83,2,1,64466,58,6,0
4,77,1,0,50844,46,5,1
6,84,1,0,58314,55,4,1
0,70,2,0,37665,47,7,0
0,77,2,0,56194,52,5,1
1,82,1,1,61496,56,5,1
1,82,1,1,60886,52,5,1
2,73,1,0,45509,44,4,1
5,78,1,0,54146,52,5,1
3,76,1,0,51914,57,6,0
7,79,1,0,54342,51,5,1
1,77,2,0,56729,56,6,0
2,77,1,0,56260,58,5,0
1,76,1,1,52909,54,6,0
1,77,1,1,51437,50,5,0
0,79,2,0,57253,54,6,0
0,76,2,1,52911,51,7,0
0,79,2,0,53838,48,5,1
3,82,1,0,60516,54,5,1
6,79,1,0,46903,44,5,1
3,78,1,0,45300,44,5,1
2,81,1,1,59244,52,6,0
0,76,2,0,51707,51,6,0
0,73,2,1,42712,50,8,0
3,83,1,0,58621,49,5,1
0,75,2,1,56364,59,7,0
0,85,3,1,76328,66,7,0
3,77,1,0,45941,44,5,1
0,79,3,0,58250,56,7,0
1,74,2,1,48986,52,8,0
8,84,1,0,61204,52,4,1
0,78,2,0,55869,57,6,0
5,73,1,0,43222,43,5,1
2,71,1,0,42249,51,6,0
2,78,1,0,56173,51,5,1
3,75,1,0,56822,58,5,0
9,69,1,0,40983,44,4,1
4,76,1,0,51299,56,6,0
9,82,1,0,56094,52,4,1
5,74,1,0,40202,43,5,1
22,77,1,0,53163,48,4,1
1,77,3,0,55104,53,6,0
0,78,2,0,53350,50,6,0
0,77,2,0,55262,55,6,0
12,81,1,0,56966,48,4,1
5,80,1,0,56608,54,5,1
0,77,2,1,53989,55,6,0
3,75,1,0,50448,54,6,0
0,75,2,0,52996,55,7,0
1,80,1,1,60655,57,6,0
4,78,1,0,54605,53,5,1
9,73,1,0,45800,51,4,1
1,85,1,1,69746,59,5,1
1,77,1,1,52906,50,5,1
13,72,1,0,43822,45,4,1
3,82,1,0,64770,58,5,0
2,71,1,0,41868,47,7,0
3,75,1,0,47216,48,5,0
0,78,3,0,56366,57,6,0
21,81,1,0,58662,52,4,1
4,81,1,0,61003,56,5,0
1,79,2,0,53729,50,5,1
22,75,1,0,50002,49,4,1
2,78,1,0,59849,57,5,0
0,73,2,0,50532,58,7,0
3,79,1,0,59198,56,5,0
8,81,1,0,53778,48,4,1
0,78,2,0,57995,58,6,0
2,76,1,2,54599,54,6,0
9,86,1,0,72235,59,4,1
1,80,1,1,61868,59,6,0
2,79,1,0,51567,52,5,1
0,82,2,0,70962,62,5,0
2,77,1,0,52250,51,5,1
1,70,1,3,42143,50,6,0
0,84,2,0,64967,58,5,1
1,81,2,2,66348,60,6,0
9,77,1,0,53675,54,5,0
5,71,1,0,41276,45,5,1
1,72,2,0,45308,53,7,0
8,79,1,0,51556,48,4,1
3,80,1,0,53002,48,5,1
2,78,1,0,60010,57,6,0
2,73,1,0,46277,54,6,0
8,81,1,0,68889,61,4,1
0,75,2,1,49265,51,6,0
7,77,1,0,49721,51,5,0
11,82,1,0,53272,44,4,1
0,79,2,0,47847,47,5,1
0,82,4,0,69923,61,7,0
18,76,1,0,49222,44,4,1
2,70,1,0,39984,49,6,0
7,80,1,0,52796,50,4,1
0,77,2,0,46943,46,5,1
8,73,1,0,44092,47,5,1
0,77,2,0,58120,57,7,0
4,85,1,0,66421,55,4,0
18,78,1,0,50731,44,4,1
0,82,2,0,56240,51,6,0
0,78,2,2,62060,61,7,0
1,76,2,0,54766,54,6,0
0,81,3,0,57348,53,7,0
3,73,1,0,46963,48,5,0
0,78,4,0,54848,55,8,0
3,86,1,0,68110,57,5,1
9,71,1,0,45977,50,5,1
11,74,1,0,48682,47,4,1
0,77,2,0,49887,49,5,1
3,80,1,0,51347,48,5,1
4,77,1,0,48989,47,5,1
1,63,2,0,29442,40,8,0
0,77,2,2,57194,61,7,0
0,85,2,0,70073,59,5,0
10,81,1,0,54391,49,4,1
9,78,1,0,57582,53,5,1
1,74,1,1,43947,47,5,1
5,83,1,0,59016,52,5,1
4,74,1,0,43511,41,5,1
0,80,2,0,59974,53,6,0
0,80,2,2,59838,59,8,0
12,77,1,0,54142,55,4,0
0,79,2,0,49963,49,5,1
3,74,1,0,46459,50,6,0
2,82,1,0,66912,61,6,0
1,79,1,1,51355,53,5,1
1,84,1,1,62614,53,5,1
1,76,1,1,47165,44,5,1
2,76,2,0,57750,58,5,0
4,81,1,0,51905,51,5,1
8,77,1,0,50003,48,4,1
13,74,1,0,48809,49,4,1
17,75,1,0,46953,44,4,1
0,81,2,0,61164,56,6,0
0,77,2,2,53536,55,7,0
2,83,2,0,65105,57,5,0
7,77,1,0,47762,48,4,1
2,76,1,0,54459,57,5,0
5,77,1,0,51241,46,4,1
1,74,1,2,52913,59,7,0
0,86,2,0,56605,49,5,1
1,79,1,1,50161,49,5,1
4,75,1,0,48277,53,6,0
15,78,1,0,56066,53,4,1
8,79,1,0,59032,54,4,1
0,72,2,0,45910,48,6,0
1,84,1,1,57887,48,5,1
1,78,1,1,53870,52,6,0
3,74,1,0,43025,46,5,1
0,77,2,0,54230,56,6,0
0,71,2,1,45059,50,7,0
1,80,2,0,62724,57,6,0
8,79,1,0,54474,53,4,1
13,83,1,0,59758,49,4,1
3,79,1,0,54201,52,6,0
0,81,3,1,61652,58,8,0
3,83,1,0,64557,58,5,0
6,80,1,0,55022,53,5,1
3,77,1,0,46969,46,5,1
2,77,1,0,60147,62,6,0
0,80,2,0,57420,58,5,0
1,82,2,3,62059,58,7,0
3,76,1,0,56967,58,6,0
1,80,1,1,57155,52,5,0
7,83,1,0,64504,56,5,1
4,77,1,0,48738,51,4,1
6,81,1,0,56300,50,5,1
6,77,1,0,53365,51,4,1
4,87,1,0,69141,56,4,1
0,76,2,2,57166,58,7,0
1,76,1,2,55752,57,6,0
2,73,1,0,49804,51,5,0
0,72,2,0,48798,52,6,0
0,78,2,0,58576,61,6,0
5,85,1,0,63037,52,4,1
1,79,1,1,47575,43,5,1
2,84,1,0,67082,58,4,1
1,81,1,3,60506,55,7,0
5,81,1,0,52607,47,4,1
1,77,1,1,50832,53,6,0
12,80,1,0,58643,51,4,1
15,82,1,0,59557,51,4,1
3,79,1,0,49115,50,5,1
1,79,1,1,59720,57,5,1
2,73,2,0,46851,52,5,0
3,78,1,0,54956,49,5,1
10,75,1,0,44526,43,4,1
1,78,1,1,56068,51,5,1
2,74,1,0,45698,45,6,1
7,75,1,0,50342,49,5,0
1,74,1,1,46514,44,5,1
3,82,1,0,63407,58,5,0
4,84,1,0,60884,54,4,1
4,73,1,0,43193,46,5,1
7,78,1,0,50632,48,5,1
0,70,2,0,37578,46,7,0
2,78,1,0,54527,56,5,0
4,81,1,0,54736,49,4,1
9,74,1,0,41311,46,5,1
0,77,2,0,46991,49,6,0
6,78,1,0,53538,52,5,0
0,82,3,1,58824,54,6,0
0,83,2,1,64538,55,6,0
0,78,2,0,47412,51,6,0
3,78,1,0,57561,55,5,0
1,81,1,2,61057,54,6,0
1,74,2,1,49396,52,6,0
6,86,1,0,68884,56,4,1
0,71,2,0,43704,50,6,0
8,76,1,0,49613,49,5,1
8,80,1,0,58177,54,4,1
2,78,1,0,56270,59,6,1
6,84,1,0,64855,55,4,1
3,80,1,1,54421,50,5,0
0,87,2,0,56577,54,4,1
