min_deg,max_deg,number_component,number_articul,numbertriangle,clique_number,max_independent_set,distribution
9,24,1,0,1978,23,1,0
1,23,1,2,1771,23,2,0
0,19,3,0,720,17,5,1
3,23,1,0,1363,21,2,1
1,19,1,1,834,18,3,1
6,24,1,0,1529,21,2,0
8,24,1,0,1617,22,2,0
1,22,2,0,1346,21,2,1
2,21,1,1,854,18,3,1
0,22,2,1,1282,20,4,1
18,24,1,0,2177,24,1,0
3,23,1,0,1404,21,2,0
0,19,3,0,837,18,5,1
4,19,1,0,747,17,3,1
1,22,1,1,924,5,3,1
0,23,2,0,2024,24,2,1
24,24,1,0,2300,25,1,0
0,22,2,2,1540,22,3,1
0,22,2,0,1107,19,4,1
0,23,2,0,2024,24,2,0
1,23,1,1,1621,22,3,1
0,23,2,0,2024,24,2,1
0,22,3,0,1367,1,4,1
0,21,4,0,1408,1,5,1
0,22,2,1,1555,22,3,1
24,24,1,0,2300,25,1,0
0,23,2,0,1288,20,3,1
4,24,1,0,2030,24,2,0
2,24,1,0,1782,23,2,0
1,20,3,0,1330,2,3,1
7,24,1,0,1802,16,2,0
4,19,1,0,744,17,3,1
0,22,2,1,1555,2,3,1
0,23,2,0,1141,8,3,1
0,23,2,0,2024,24,2,0
5,24,1,0,1599,22,2,1
0,23,2,0,2024,24,2,1
12,24,1,0,2090,24,1,0
4,24,1,0,1565,21,2,1
1,22,1,2,1164,20,3,1
24,24,1,0,2300,25,1,0
0,23,2,0,1621,22,3,1
0,21,3,0,1540,1,3,1
11,24,1,0,1695,22,1,0
0,23,2,0,1564,22,3,1
0,22,3,0,1403,21,3,1
1,20,2,2,971,19,4,1
2,21,1,2,1171,20,3,1
1,21,1,2,1003,4,3,1
0,22,3,0,1218,20,4,1
0,19,3,0,845,18,4,1
1,23,1,1,1786,23,2,0
2,23,1,0,1631,22,2,1
2,22,1,0,1333,5,2,0
0,20,3,2,1140,20,4,1
10,24,1,0,2069,24,2,0
3,22,1,0,1365,4,2,1
0,22,3,0,1266,17,4,1
19,24,1,0,2195,24,1,0
1,22,1,2,1595,22,2,0
0,22,3,0,1024,18,4,1
1,22,1,2,837,17,3,1
0,22,2,1,1164,20,4,1
12,24,1,0,2090,24,2,0
0,20,3,0,972,19,4,1
2,23,1,0,1197,20,2,0
0,21,3,0,1408,21,3,1
0,23,2,0,2024,24,2,0
0,23,2,0,1772,23,3,1
21,24,1,0,2234,24,1,0
12,24,1,0,2090,24,2,1
0,23,2,0,2024,24,2,0
0,21,2,1,826,15,3,1
24,24,1,0,2300,25,1,0
3,24,1,0,1699,14,2,0
0,23,2,0,1546,22,3,1
0,22,3,0,1561,22,4,1
2,21,2,0,1541,3,2,1
3,24,1,0,1865,23,2,0
5,24,1,0,1787,23,2,1
2,23,1,0,1557,22,2,0
14,24,1,0,2115,24,1,0
0,19,4,0,1141,20,4,1
24,24,1,0,2300,25,1,0
4,24,1,0,1745,22,2,0
24,24,1,0,2300,25,1,0
0,22,3,0,917,1,4,1
0,21,2,2,1333,1,4,1
1,23,1,1,1876,23,2,0
13,24,1,0,1940,23,2,0
1,22,2,0,1285,20,2,1
0,22,3,1,1540,22,4,1
1,22,2,1,1144,20,3,1
2,23,1,0,1478,21,2,0
5,24,1,0,2034,24,2,1
2,23,1,0,1545,22,2,1
0,22,2,0,1248,20,3,1
7,21,1,1,652,16,3,1
1,23,1,1,1837,23,2,0
0,23,2,0,2024,24,2,0
5,24,1,0,1817,23,2,1
0,20,2,0,896,18,4,1
24,24,1,0,2300,25,1,0
0,23,2,0,1160,19,3,0
0,23,2,0,1578,22,2,1
2,21,2,0,1157,20,2,1
1,22,2,0,1451,21,3,1
1,22,1,2,1546,22,3,1
1,23,1,1,1556,22,3,0
11,24,1,0,1946,23,2,0
2,24,1,0,1782,23,2,0
0,23,2,0,1807,23,3,1
5,24,1,0,1588,22,2,0
0,21,3,0,1366,21,4,1
0,23,2,0,1349,21,3,1
1,22,2,0,1350,21,3,1
0,22,2,0,1177,6,3,0
0,20,2,0,980,19,4,1
11,24,1,0,2079,24,2,0
2,22,1,1,1562,22,2,0
0,23,2,0,2024,24,2,1
0,21,3,0,1196,20,4,1
0,23,2,0,1786,23,3,0
2,23,1,0,1548,22,2,0
0,22,2,0,1016,18,3,0
6,24,1,0,1625,21,2,0
0,22,3,0,1771,23,3,0
0,23,2,0,1006,18,3,0
0,22,3,0,1431,21,3,1
13,24,1,0,1954,16,2,0
24,24,1,0,2300,25,1,0
0,22,3,0,1444,1,4,1
6,23,1,0,1044,18,2,0
18,24,1,0,2177,24,1,0
7,24,1,0,2045,24,2,0
2,24,1,0,1793,23,2,1
4,24,1,0,1703,22,2,0
4,24,1,0,2030,5,2,0
1,22,2,0,1421,21,3,1
9,24,1,0,1426,20,2,0
0,21,2,0,1127,19,3,0
0,23,2,0,1774,23,3,0
2,23,1,0,1602,22,2,0
24,24,1,0,2300,25,1,0
19,24,1,0,2152,22,2,0
0,22,3,0,1771,23,3,1
0,21,3,0,1408,2,4,1
0,23,2,0,1795,22,2,0
8,24,1,0,2052,24,1,0
0,19,3,0,1144,20,3,1
0,23,2,0,2024,24,2,0
0,22,2,0,1111,19,3,0
0,23,2,0,2024,24,2,0
4,24,1,0,2030,24,1,0
0,23,2,0,1484,21,3,1
1,22,1,1,993,18,3,0
3,23,1,0,1349,21,2,1
0,21,2,0,1151,20,3,1
1,21,2,1,1149,2,4,1
3,24,1,0,1568,22,2,0
3,24,1,0,1570,22,2,0
0,19,3,0,1144,20,3,1
2,23,1,0,1767,3,2,0
1,22,1,1,1262,20,3,1
0,21,3,1,1358,21,4,1
1,22,1,1,1342,20,2,0
4,24,1,0,1450,5,2,1
2,22,1,0,1271,13,3,0
1,24,1,1,2024,24,2,1
0,23,2,0,1715,22,2,0
0,23,2,0,1742,22,3,0
1,22,2,0,1568,2,3,0
0,22,2,1,1409,2,4,0
1,22,2,0,1585,11,3,1
0,23,2,0,1774,23,3,0
0,21,3,0,1016,19,4,1
4,24,1,0,1445,21,2,1
1,22,1,1,1473,21,3,0
1,23,1,1,1070,19,3,1
11,24,1,0,2079,24,2,1
0,23,2,0,1807,23,3,0
11,24,1,0,1979,23,2,0
24,24,1,0,2300,25,1,0
2,24,1,0,2025,24,2,0
18,24,1,0,1982,19,2,1
4,23,1,0,1183,7,2,0
0,22,3,0,1334,21,4,1
4,24,1,0,1787,23,1,0
24,24,1,0,2300,25,1,0
0,23,2,0,1774,23,3,1
3,21,1,2,1334,21,2,0
4,24,1,0,1792,23,2,0
0,21,4,0,1385,21,4,1
0,22,3,0,1771,23,3,1
7,24,1,0,1402,8,2,0
2,24,1,0,2025,24,2,0
2,23,1,0,1590,22,2,0
7,24,1,0,1772,22,1,0
4,23,1,0,1138,19,2,1
2,23,1,0,1710,22,2,0
0,20,3,0,1331,21,3,1
3,24,1,0,2005,23,2,0
8,24,1,0,1617,9,2,1
1,22,1,1,1148,20,3,1
0,21,3,1,1366,21,4,1
0,22,3,0,1430,21,4,1
1,23,1,1,1807,23,2,0
1,21,2,1,1345,21,3,1
2,24,1,0,1782,23,2,0
0,21,3,0,1540,22,3,1
2,21,1,2,1163,3,3,1
3,22,1,1,1335,21,2,1
2,23,1,0,1554,22,2,1
1,22,2,0,1771,23,2,0
0,23,2,0,2024,24,2,0
0,20,3,0,656,16,4,1
1,22,2,0,1771,23,2,1
2,22,1,1,1586,22,2,0
3,24,1,0,1802,23,2,0
0,22,2,1,1541,22,3,1
0,22,3,0,1355,21,4,1
16,24,1,0,1955,22,2,0
1,21,2,1,1540,22,3,1
1,22,2,0,1771,23,2,1
5,24,1,0,1836,23,2,0
0,23,2,0,1781,23,3,1
2,22,1,1,1542,22,2,0
0,23,2,0,2024,24,2,1
0,22,2,1,1555,22,3,1
1,22,1,1,1185,20,3,1
0,19,4,1,889,18,6,1
0,23,2,0,1924,23,2,0
0,20,4,0,1155,19,4,1
1,24,1,1,2024,24,2,0
8,24,1,0,1919,23,2,0
5,24,1,0,1809,23,2,1
0,23,2,0,1792,1,3,0
3,24,1,0,1717,22,2,0
6,24,1,0,1507,17,2,0
0,22,2,0,1023,8,3,1
0,21,2,1,1143,20,3,1
2,23,1,0,1642,22,2,0
4,24,1,0,1780,23,2,0
2,21,2,0,1332,21,2,1
8,24,1,0,1400,20,2,0
0,19,3,1,927,18,4,1
16,24,1,0,2144,24,1,0
1,22,2,0,1771,23,2,1
0,22,3,0,1771,23,3,0
4,22,1,0,1248,20,2,1
0,23,2,0,2024,24,2,0
4,24,1,0,1611,22,2,0
1,23,1,1,1774,23,2,1
6,24,1,0,2039,7,2,0
5,21,1,0,1027,19,2,1
7,24,1,0,1415,20,2,0
11,24,1,0,1917,23,1,0
1,21,2,0,1166,20,3,1
0,23,2,0,1561,22,3,1
1,21,1,2,979,4,3,1
3,24,1,0,2027,24,1,0
0,20,2,3,971,2,4,1
0,23,2,0,2024,24,2,0
7,24,1,0,1820,23,1,1
11,24,1,0,1881,23,2,0
0,23,2,0,1567,22,3,0
1,23,1,1,1202,19,3,1
6,24,1,0,1744,22,2,0
0,22,3,0,1771,23,3,1
24,24,1,0,2300,25,1,1
0,23,2,0,1781,23,3,1
4,24,1,0,1595,22,2,0
0,21,3,0,1366,21,4,1
5,24,1,0,1934,23,1,1
0,20,3,0,1181,19,3,1
2,22,1,0,1443,21,2,0
0,23,2,0,2024,24,2,0
0,21,3,0,938,1,4,1
2,21,2,0,1541,22,2,1
1,22,1,2,1606,22,2,0
1,22,1,2,1481,21,3,0
0,23,2,0,1772,23,2,1
12,24,1,0,1928,23,2,0
2,23,1,0,1667,22,2,1
16,24,1,0,2144,24,2,0
2,22,1,1,1547,3,2,0
15,24,1,0,1870,22,1,0
6,24,1,0,1841,23,2,0
4,24,1,0,1780,23,2,0
0,23,2,0,1444,21,3,0
0,19,4,0,1005,1,5,1
24,24,1,0,2300,25,1,0
1,19,3,0,1141,3,3,1
24,24,1,0,2300,25,1,0
0,23,2,0,1826,23,2,0
0,21,3,0,1161,20,4,1
1,19,1,3,1037,19,4,1
0,20,3,0,1151,20,4,1
3,21,1,1,1335,21,2,0
0,21,4,0,857,18,5,1
3,24,1,0,1635,22,2,1
5,23,1,0,1105,19,2,1
0,23,2,0,2024,24,2,0
2,24,1,1,1772,23,2,0
0,22,3,0,1771,23,3,0
2,23,1,0,1123,3,3,0
1,20,2,1,1142,20,3,1
4,24,1,0,1783,5,2,1
9,24,1,0,1912,23,1,0
0,21,2,2,1331,21,3,1
0,23,2,0,1544,22,2,1
0,21,3,0,1170,20,4,1
17,24,1,0,2160,24,1,0
3,23,1,0,1265,20,2,1
1,20,2,1,1144,20,4,1
0,22,3,0,1555,1,4,1
1,23,1,2,1771,23,2,0
0,23,2,0,1561,22,2,1
1,22,2,0,1660,22,2,0
2,23,1,0,1538,21,2,0
24,24,1,0,2300,25,1,0
7,24,1,0,1634,22,2,0
0,23,2,0,1360,5,3,1
8,24,1,0,2052,24,1,0
1,23,1,1,1774,23,2,0
0,23,2,0,1849,23,3,0
2,24,1,0,1838,23,2,0
1,22,2,0,1771,23,2,1
6,24,1,0,2039,24,1,0
6,24,1,0,1864,23,1,1
0,23,2,0,1586,22,3,0
3,24,1,0,1616,22,2,0
1,18,2,2,698,17,4,1
1,22,2,0,1771,23,2,0
1,20,1,3,843,7,4,1
6,24,1,0,1461,21,2,0
5,24,1,0,1570,22,2,0
0,23,2,0,1781,23,3,1
0,21,3,0,1080,19,4,1
2,21,2,0,1541,22,2,0
0,23,2,0,1544,22,3,1
2,24,1,0,1808,23,2,0
8,24,1,0,2052,24,1,0
0,23,2,0,2024,24,2,0
0,23,2,0,1631,22,2,0
10,24,1,0,2069,24,2,0
1,23,1,1,1799,23,2,1
1,23,1,1,1406,9,3,0
11,24,1,0,1904,23,1,0
1,20,2,0,865,18,3,1
2,24,1,0,1827,23,2,0
1,22,2,0,1138,19,3,1
4,23,1,0,1271,20,2,0
7,24,1,0,2045,24,2,0
0,23,2,0,2024,24,2,0
4,24,1,0,2030,24,2,1
0,23,2,0,1199,7,3,1
1,21,1,3,1260,20,3,1
0,23,2,0,1427,21,2,1
24,24,1,0,2300,25,1,0
4,24,1,0,1585,22,2,0
1,22,1,2,1546,22,3,1
0,23,2,0,2024,24,2,0
2,21,1,1,1398,21,2,0
3,21,1,1,1362,21,2,1
1,22,2,0,1579,2,3,1
0,23,2,0,1807,23,2,1
0,22,2,0,1384,1,3,1
0,22,3,0,1541,22,4,1
6,24,1,0,1028,19,2,1
0,23,2,0,2024,24,2,0
3,24,1,0,1547,22,2,0
0,23,2,0,1616,22,3,1
0,23,2,0,1361,21,3,1
6,24,1,0,2039,24,2,0
0,22,2,0,1210,19,3,1
1,23,1,1,1777,23,2,0
5,24,1,0,1836,23,2,1
0,21,2,1,1332,21,3,1
1,22,2,0,1212,20,3,1
15,24,1,0,2129,24,2,0
3,24,1,0,2027,24,2,1
0,23,2,0,1050,18,3,1
0,21,3,0,1189,20,4,1
0,21,3,0,990,19,4,1
0,23,2,0,1414,21,3,0
5,24,1,0,1481,21,1,0
0,22,2,1,1541,22,3,1
0,23,2,0,2024,24,2,0
0,22,3,0,1342,5,4,1
24,24,1,0,2300,25,1,1
0,23,2,0,1792,23,3,1
3,23,1,0,1237,19,2,0
0,22,2,0,1457,21,3,1
1,22,1,2,1449,21,3,0
7,24,1,0,1828,10,2,0
0,23,2,0,2024,24,2,0
1,22,2,0,1771,23,2,0
1,20,1,4,1146,20,4,1
10,24,1,0,1666,22,1,0
3,24,1,0,1802,23,2,1
5,24,1,0,1671,22,2,0
3,24,1,0,2027,24,2,0
24,24,1,0,2300,25,1,0
0,21,4,0,1176,20,5,1
3,24,1,0,1770,22,2,0
0,22,3,0,1771,1,3,0
0,23,2,0,1345,21,3,1
0,23,2,0,2024,24,2,0
0,23,2,0,1552,22,2,1
3,24,1,0,1599,22,2,0
7,24,1,0,1491,21,2,0
8,24,1,0,1877,14,2,0
2,24,1,0,2025,24,2,0
9,24,1,0,1912,23,1,0
0,22,2,0,1041,10,3,1
0,23,2,1,1771,23,3,1
19,24,1,0,2195,24,1,0
1,21,2,0,1039,19,3,1
5,24,1,0,1806,22,2,0
2,23,1,0,1043,19,3,0
0,23,2,0,2024,24,2,0
0,22,3,0,1771,23,3,1
0,23,2,0,2024,24,2,0
24,24,1,0,2300,25,1,0
0,19,2,3,866,1,5,1
0,23,2,0,1474,1,3,1
4,24,1,0,1550,22,2,0
0,23,2,0,1387,21,3,1
3,22,1,0,1343,21,2,0
24,24,1,0,2300,25,1,0
1,20,2,3,1140,20,4,1
0,19,2,0,739,17,4,1
1,22,2,1,1331,21,3,1
1,23,1,1,1786,23,2,0
3,24,1,0,2027,24,2,0
2,21,1,2,1422,21,2,1
0,20,2,0,1008,19,3,1
0,22,2,1,1436,21,4,1
6,24,1,0,1593,22,2,1
5,24,1,0,1401,20,2,0
3,23,1,0,1355,21,2,1
4,24,1,0,1555,22,1,0
6,24,1,0,1922,23,2,0
0,22,2,1,1130,19,4,1
1,23,1,1,1569,22,3,1
0,23,2,0,1428,20,3,1
5,24,1,0,1605,6,2,0
0,19,2,1,980,5,3,1
3,21,1,0,1181,4,3,1
9,24,1,0,2060,24,2,1
14,24,1,0,2115,24,2,0
11,24,1,0,1820,22,2,0
1,23,1,1,1807,23,2,0
3,24,1,0,1777,23,2,0
5,24,1,0,1533,21,2,0
24,24,1,0,2300,25,1,0
24,24,1,0,2300,25,1,1
2,23,1,0,1634,22,2,0
0,22,2,1,1387,2,4,1
6,24,1,0,1615,22,2,0
1,22,1,2,1555,22,3,1
0,23,2,0,1415,21,3,1
3,23,1,0,1429,10,2,0
1,21,1,3,1039,19,4,1
2,23,1,0,1685,22,2,0
0,21,3,1,1396,21,4,1
5,24,1,0,1469,21,2,0
13,24,1,0,2102,24,1,0
6,24,1,0,2039,24,2,1
1,23,1,1,1792,23,2,0
0,23,2,0,1679,22,3,1
0,20,2,3,1141,3,4,1
0,20,2,1,835,18,4,1
0,23,2,0,1542,22,3,1
0,22,3,0,1771,23,3,1
0,23,2,0,1696,22,2,0
0,21,3,1,1345,21,4,1
2,22,1,1,1083,19,3,1
2,22,1,1,1411,17,3,0
1,21,2,1,1540,22,3,1
6,24,1,0,2039,24,1,0
1,22,2,0,1568,22,2,1
7,24,1,0,2045,24,1,0
0,23,2,0,2024,24,2,1
2,23,1,0,1363,21,2,0
1,22,1,1,1388,21,2,0
2,24,1,0,1892,23,2,0
6,24,1,0,1422,20,2,0
0,20,2,2,1081,19,4,1
5,24,1,0,1205,20,2,1
15,24,1,0,1996,23,1,0
1,22,1,1,1412,21,2,0
0,21,3,0,1540,22,3,1
0,22,3,0,1366,21,4,1
1,23,1,1,1641,22,2,0
2,23,1,0,1566,22,2,0
5,24,1,0,1817,23,1,0
0,23,2,0,2024,24,2,0
5,24,1,0,1542,21,1,0
0,22,3,0,1516,21,4,1
0,23,2,0,2024,24,2,1
24,24,1,0,2300,25,1,1
0,22,2,0,1150,20,3,1
0,21,3,1,1336,21,4,1
1,20,2,2,1143,20,4,1
24,24,1,0,2300,25,1,0
5,24,1,0,1404,21,2,0
1,23,1,2,1771,23,2,0
8,24,1,0,1617,22,2,0
0,19,3,1,777,17,5,1
0,22,3,1,1540,22,3,1
0,18,3,2,872,18,5,1
3,22,1,0,1359,21,2,0
0,18,3,1,839,18,4,1
3,24,1,0,1552,22,2,1
24,24,1,0,2300,25,1,0
8,24,1,0,1678,22,1,0
2,21,2,0,1359,21,3,1
0,23,2,0,2024,24,2,0
5,24,1,0,1859,23,1,0
8,24,1,0,1776,22,2,0
4,21,1,0,1179,20,2,0
0,22,3,0,1334,21,4,1
1,24,1,1,2024,24,2,0
0,19,2,0,828,4,3,1
0,23,2,0,1591,4,3,0
0,19,3,0,1144,20,3,1
23,24,1,0,2277,24,1,0
10,24,1,0,2069,24,2,0
7,24,1,0,2045,24,1,1
1,22,2,0,1406,21,3,0
3,20,1,0,1041,4,3,1
2,23,1,0,1572,22,2,1
4,24,1,0,1745,22,2,0
1,19,3,0,971,19,4,1
6,24,1,0,1801,23,1,0
2,23,1,0,1490,21,2,0
15,24,1,0,2012,23,1,0
1,22,1,1,1204,20,3,1
24,24,1,0,2300,25,1,0
1,22,1,1,1337,4,3,1
0,16,4,0,397,1,6,1
9,24,1,0,1682,22,1,0
0,22,2,1,1561,22,3,1
2,24,1,0,1850,23,2,1
2,22,1,1,1569,22,2,0
0,22,3,0,1254,20,4,1
0,21,2,1,1145,4,3,1
7,24,1,0,1354,8,2,0
24,24,1,0,2300,25,1,0
0,23,2,0,1807,23,3,1
0,22,3,0,1339,20,4,1
11,24,1,0,1931,23,2,0
0,22,3,0,1660,22,3,1
1,22,2,0,1369,21,3,1
0,23,2,0,2024,24,2,0
0,20,3,1,1020,19,4,1
24,24,1,0,2300,25,1,0
0,23,2,0,1862,23,2,0
3,21,1,1,1337,21,2,0
