min_deg,max_deg,number_component,number_articul,numbertriangle,clique_number,max_independent_set,distribution
0,87,2,3,80230,78,7,1
0,93,3,0,109507,87,5,1
6,95,1,0,122282,90,3,0
9,94,1,0,105786,85,2,0
0,90,4,0,82512,79,6,1
0,93,2,0,89208,80,4,1
5,97,1,0,124029,40,3,0
4,97,1,0,115789,89,3,0
5,97,1,0,121435,89,2,0
5,98,1,0,135117,11,2,0
1,88,1,2,88509,81,4,1
0,89,5,0,102723,86,6,1
1,89,2,2,88215,81,5,1
0,97,2,0,127093,91,4,0
0,91,2,1,106769,87,5,1
0,97,2,0,134909,93,3,0
0,98,2,0,131774,91,3,0
2,97,1,1,138758,94,2,0
0,91,3,2,95131,83,6,1
0,94,3,2,121148,90,5,1
1,97,1,2,136886,93,3,0
1,96,1,2,122228,89,3,0
0,91,5,1,98452,84,7,1
1,97,1,1,138147,93,3,0
11,99,1,0,143475,94,2,0
18,99,1,0,136023,94,2,0
0,94,3,0,111213,88,5,1
32,99,1,0,151878,97,2,0
1,89,1,1,100625,85,5,1
3,95,1,0,112120,87,3,0
14,99,1,0,113479,87,2,0
11,99,1,0,132313,92,2,0
0,95,3,0,114552,89,5,1
18,99,1,0,135757,93,2,0
1,88,1,5,88173,80,5,1
0,85,5,1,83206,80,8,1
0,89,2,0,75548,77,5,1
2,96,1,0,131343,90,3,0
7,97,1,0,122827,90,3,0
1,89,2,0,95812,84,4,1
0,84,2,0,77402,77,6,1
0,94,2,0,106319,86,4,0
0,86,3,0,81346,12,5,1
2,96,1,0,121821,89,3,0
5,97,1,0,124549,90,2,0
0,87,2,0,74599,75,5,1
0,95,5,0,118494,89,5,1
0,90,4,0,94969,1,6,1
2,97,1,1,134431,92,3,0
0,92,3,2,94321,82,6,1
0,93,2,1,123294,91,5,1
1,92,2,0,92036,82,5,1
0,92,3,1,118151,90,5,1
0,89,2,0,91036,8,5,1
0,98,2,0,140976,95,3,0
0,97,2,0,115063,13,3,0
0,90,5,0,100931,84,7,1
0,88,4,0,88010,80,6,1
0,96,2,0,119122,89,3,0
1,95,1,1,107399,85,3,0
0,87,4,0,92674,83,6,1
5,98,1,0,132905,93,2,0
0,90,3,2,91933,82,6,1
28,99,1,0,141171,93,2,0
13,99,1,0,138877,93,2,0
1,97,2,0,122854,91,3,0
1,89,2,2,101747,85,6,1
0,89,2,1,88619,80,6,1
0,89,4,0,97353,84,6,1
0,90,3,0,114183,5,5,1
0,98,2,0,117122,89,3,0
1,92,2,0,112419,87,4,0
4,97,1,0,129396,92,3,0
2,94,1,0,112582,86,4,0
0,97,2,1,139825,95,3,0
4,89,1,1,96262,82,4,1
0,85,6,0,80307,78,8,1
0,86,2,1,88335,81,5,1
2,92,1,2,106496,86,4,1
0,96,2,0,113972,87,4,0
0,88,3,0,85628,79,6,1
0,93,2,0,94603,82,4,1
4,96,1,0,116476,89,3,0
1,92,1,2,90834,81,4,1
2,97,1,0,133628,93,3,0
0,85,4,1,79196,78,8,1
0,83,5,1,66979,73,8,1
1,96,2,1,125136,91,4,0
0,97,2,0,131663,93,3,0
1,90,1,2,101162,85,5,1
2,97,1,0,118683,86,2,0
0,98,2,0,138368,93,3,0
1,96,1,2,136898,94,3,0
8,96,1,0,116156,88,3,0
1,98,1,1,121353,90,2,0
0,92,3,1,93422,82,6,1
4,95,1,0,112265,87,3,0
1,97,2,0,142340,95,3,0
3,95,1,0,117166,89,3,0
4,98,1,0,126012,91,3,0
38,99,1,0,142453,94,2,0
1,97,2,0,131301,93,3,0
1,97,1,1,130582,92,3,0
0,93,2,1,88712,80,5,1
1,90,2,1,97556,83,5,1
0,88,5,0,90154,82,7,1
27,99,1,0,150222,97,2,0
0,86,3,0,84716,1,7,1
0,98,2,0,118390,88,3,0
5,93,2,0,115153,59,3,0
12,98,1,0,111016,86,2,0
0,89,3,0,99025,84,5,1
0,82,4,2,68654,75,8,1
0,91,2,1,85874,79,5,1
0,88,3,1,85839,12,5,1
0,91,3,0,101817,85,4,1
3,96,1,1,133058,92,2,0
0,94,2,0,97992,29,4,1
1,97,1,1,125494,90,2,0
5,91,1,0,102612,83,4,1
0,91,3,0,96358,10,5,1
0,88,2,0,94266,83,5,1
0,94,3,0,119093,90,5,1
0,87,2,1,93269,7,5,1
0,98,2,0,129149,92,3,0
1,97,1,2,136970,93,2,0
7,97,1,0,122121,90,3,0
0,96,2,0,109118,86,3,0
0,91,2,0,96272,82,4,1
0,91,5,0,111768,87,5,1
2,91,1,0,99639,84,4,1
0,90,2,0,91789,82,5,1
1,93,3,1,96007,83,5,1
0,97,2,0,124605,91,4,0
3,98,1,0,143012,94,2,0
0,88,2,1,85096,80,5,1
20,99,1,0,126897,89,2,0
3,97,1,0,128077,91,3,0
3,91,1,1,108392,87,4,1
0,92,3,2,100839,85,6,1
19,99,1,0,130628,92,2,0
0,93,3,0,105968,85,5,1
0,94,3,0,112770,88,5,1
0,91,2,4,112911,88,6,1
5,97,1,0,117168,11,2,0
1,95,2,1,104179,85,4,1
0,88,3,2,90556,80,6,1
0,90,3,2,84551,80,6,1
2,96,1,1,130276,92,2,0
0,87,4,1,91418,82,7,1
2,95,1,1,109861,85,4,0
0,87,4,2,89052,1,8,1
1,97,1,1,130298,91,3,0
0,89,3,0,92749,83,6,1
0,92,4,0,95932,82,6,1
0,93,3,2,99985,83,5,1
14,99,1,0,120697,90,2,0
0,91,3,1,108137,86,5,1
4,98,1,0,117965,87,3,0
0,88,2,4,94655,83,7,1
9,99,1,0,136187,93,2,0
0,97,2,0,120017,89,4,0
3,96,1,0,124639,90,3,0
0,95,2,0,124238,91,4,0
2,95,1,0,112972,87,3,0
0,96,2,0,132898,92,4,0
12,98,1,0,117356,87,2,0
5,97,1,0,124642,90,2,0
0,95,3,1,105703,1,5,1
0,89,3,0,98887,83,5,1
1,97,2,0,131363,93,3,0
0,89,3,2,92979,83,7,1
16,99,1,0,140362,94,2,0
11,99,1,0,130506,92,2,0
7,97,1,0,124901,60,3,0
24,99,1,0,131088,92,2,0
5,98,1,0,135238,94,2,0
0,97,2,0,121822,90,4,0
18,99,1,0,130389,91,1,0
4,94,1,2,103616,85,3,1
5,97,1,0,120217,90,3,0
0,92,2,1,115716,87,4,1
0,93,3,2,103721,86,6,1
0,93,4,0,93346,82,6,1
0,98,2,0,130758,92,3,0
0,92,3,1,96397,83,6,1
7,91,1,0,81468,79,3,1
0,89,4,1,101670,85,6,1
5,92,1,0,97256,84,3,1
6,98,1,0,117141,88,2,0
2,96,1,1,134371,93,2,0
1,91,2,0,90442,81,5,1
0,92,3,0,102127,85,5,1
0,92,3,0,103560,85,5,1
1,97,2,0,130521,92,3,0
0,96,2,0,121380,90,3,0
14,99,1,0,117845,89,1,0
3,98,1,0,123053,88,2,0
0,92,2,1,98773,83,4,1
0,91,3,0,98624,84,5,1
2,96,1,0,132406,91,3,0
8,97,1,0,124413,91,2,0
0,92,4,0,107921,86,5,1
1,92,2,1,113231,88,5,1
0,97,2,0,114079,87,3,0
0,90,3,0,88776,81,4,1
4,98,1,0,139336,95,2,0
6,96,1,0,123871,90,2,0
7,98,1,0,124551,90,2,0
2,98,1,0,125785,90,3,0
0,98,2,0,138890,93,3,0
1,97,2,0,128728,92,3,0
5,99,1,0,146611,96,2,0
0,92,3,0,86145,79,5,1
2,92,1,4,117644,90,4,1
0,93,4,1,122170,1,6,1
0,90,4,1,107255,87,7,1
0,88,4,0,103234,85,6,1
9,98,1,0,125793,90,2,0
2,93,2,0,99399,84,4,1
2,96,2,0,118418,90,3,0
0,96,2,0,121079,90,4,0
1,97,1,1,110081,15,3,0
0,95,3,1,106477,2,4,1
2,96,1,0,112920,87,3,0
4,91,1,0,91670,22,3,1
0,98,2,0,137474,1,3,0
0,95,2,0,115683,89,4,0
0,89,4,0,82683,79,6,1
3,98,1,0,114366,87,3,0
10,99,1,0,139128,94,2,0
2,93,2,0,112867,88,4,1
5,96,1,0,103308,84,3,0
0,92,2,5,110708,88,6,1
0,90,3,0,98977,84,5,1
0,93,2,1,119203,89,4,1
7,96,1,0,103908,16,2,0
4,97,1,0,126943,92,3,0
0,91,2,0,95841,83,5,1
1,90,2,0,103086,86,5,1
0,95,2,0,119722,89,4,0
2,90,1,0,86448,3,5,1
0,88,2,1,80199,14,5,1
0,90,3,2,92094,81,5,1
0,98,2,0,145777,95,3,0
2,96,1,0,124014,91,3,0
25,99,1,0,149951,97,2,0
0,93,2,2,111583,17,4,1
0,92,2,0,102504,84,4,1
11,98,1,0,115216,14,2,0
2,87,2,2,82117,79,5,1
0,89,3,0,86673,79,6,1
6,98,1,0,128687,9,2,0
8,96,1,0,107937,86,3,0
3,95,1,1,108994,85,3,1
0,92,2,1,111725,88,5,1
1,98,1,1,132599,92,3,0
0,87,5,0,104250,86,7,1
8,98,1,0,124661,91,2,0
0,94,4,0,114231,87,5,1
1,92,1,2,94537,83,4,1
8,98,1,0,123201,90,2,0
0,97,2,0,140374,95,3,0
0,94,4,0,114478,1,5,1
0,87,2,1,95754,43,5,1
0,89,3,0,87588,80,5,1
10,98,1,0,117519,87,2,0
0,91,3,1,76765,77,6,1
1,96,2,0,120064,89,4,0
1,95,2,0,118093,88,4,0
2,93,1,1,95995,83,3,1
3,97,1,0,128446,92,3,0
3,94,1,0,103747,86,4,1
0,98,2,0,130958,92,3,0
2,96,1,0,101910,83,3,0
4,98,1,0,119684,89,3,0
11,98,1,0,115910,88,2,0
0,85,3,0,74367,76,6,1
0,89,2,1,106264,7,5,1
0,90,3,0,95417,83,5,1
0,93,4,0,110863,1,6,1
0,97,2,0,130212,92,3,0
0,83,3,0,83231,80,8,1
5,98,1,0,140547,94,2,0
0,90,3,1,99021,85,6,1
0,85,3,0,72158,75,5,1
4,95,1,0,118862,89,3,0
0,91,5,0,98241,84,7,1
2,98,1,0,124240,90,3,0
5,97,1,0,122854,91,2,0
1,96,2,0,117459,88,4,0
0,92,2,1,117875,90,4,1
0,93,2,0,122640,90,3,1
2,96,1,0,137954,94,3,0
1,97,2,0,114019,86,3,0
3,95,1,2,107826,85,3,0
3,97,1,0,114211,88,3,0
8,98,1,0,126719,91,2,0
3,95,2,0,139745,4,3,0
1,91,2,2,97036,84,6,1
2,97,1,0,130370,93,3,0
4,96,1,0,126466,91,3,0
9,95,1,0,107086,10,3,0
0,96,2,0,132630,93,3,0
2,96,1,0,124545,90,3,0
3,87,1,0,71546,75,5,1
11,98,1,0,114978,87,2,0
5,93,1,0,107815,86,3,0
0,98,2,0,133032,92,3,0
0,97,2,0,130616,92,3,0
0,89,5,0,95690,83,6,1
1,97,2,0,116919,88,3,0
4,98,1,0,134715,94,3,0
1,97,1,1,127052,90,3,0
0,93,2,0,106642,87,4,1
0,98,2,0,135282,93,3,0
5,95,1,0,125931,91,2,0
2,96,1,0,126817,90,3,0
0,90,4,0,94443,82,6,1
0,88,3,4,70856,17,7,1
4,96,1,0,124062,90,2,0
1,96,2,0,108716,86,4,0
3,97,1,0,130426,93,3,0
3,96,1,0,122036,80,3,0
9,99,1,0,132977,93,2,0
0,90,2,1,102502,85,6,1
1,85,1,3,82407,78,5,1
1,97,1,1,120074,88,3,0
14,99,1,0,139972,65,2,0
6,97,1,0,120100,90,2,0
0,98,2,0,128218,91,3,0
3,95,1,0,112572,87,3,1
2,92,1,1,110994,88,4,1
0,92,2,1,96125,82,5,1
0,97,2,0,135311,93,4,0
0,87,3,0,96594,84,7,1
0,90,2,1,103610,14,5,1
4,98,1,0,141227,95,2,0
1,96,1,1,100079,83,3,0
0,95,4,0,99928,1,5,1
10,96,1,0,113965,88,2,0
5,95,1,0,113572,87,2,0
0,92,4,0,104245,86,5,1
0,88,3,2,88151,81,7,1
0,97,2,1,133571,92,3,0
0,98,2,0,140196,95,3,0
9,99,1,0,133764,93,2,0
0,93,3,0,104498,1,5,1
3,93,1,0,119911,90,3,1
2,95,1,3,118799,89,4,1
0,93,2,0,99364,84,4,1
0,92,2,0,99882,85,5,1
0,93,4,0,112356,88,6,1
0,86,2,0,83636,79,5,1
1,88,2,1,85019,80,6,1
2,96,1,1,125293,91,3,0
0,92,2,2,111123,88,4,1
1,96,1,1,111236,87,4,0
0,92,3,0,107821,87,5,1
0,92,3,0,110403,5,5,1
0,88,4,1,80002,10,7,1
0,96,2,0,134391,6,4,0
0,90,3,0,100885,84,5,1
0,88,3,0,96045,83,5,1
0,96,2,0,113918,88,3,0
1,97,1,1,129364,91,3,0
0,86,3,2,81391,1,6,1
0,96,3,0,115988,89,4,1
0,97,2,0,140815,95,4,0
24,99,1,0,145579,96,2,0
4,98,1,0,139296,95,2,0
0,96,2,0,132544,93,4,0
3,95,1,0,118551,89,2,0
0,91,3,0,87553,80,5,1
8,97,1,0,116951,88,2,0
0,88,3,2,70646,73,6,1
1,89,2,1,92884,83,5,1
4,98,1,0,130524,91,2,0
0,92,5,0,77726,20,6,1
0,93,3,0,109197,87,5,1
2,85,1,0,71419,52,5,1
0,98,2,0,131313,93,3,0
0,89,4,1,94635,83,6,1
0,91,3,0,98810,83,5,1
0,92,3,0,111135,88,5,1
3,98,1,0,135341,92,2,0
0,90,4,0,86826,80,5,1
0,97,2,0,124714,91,3,0
0,96,2,0,110175,87,4,0
0,98,2,0,120341,87,3,0
0,92,3,1,97720,3,5,1
0,90,3,1,96713,83,6,1
1,90,2,0,73134,20,5,1
23,99,1,0,135847,24,2,0
0,98,2,0,126503,91,3,0
1,97,1,1,129472,92,2,0
3,95,1,0,113983,88,3,0
7,99,1,0,146254,95,2,0
2,94,2,0,103963,86,4,1
0,87,4,1,92518,5,7,1
0,93,5,0,95840,59,7,1
0,95,2,1,119410,89,4,0
0,90,2,3,104871,86,5,1
5,94,1,0,116933,88,3,0
10,95,1,0,117303,89,2,0
9,99,1,0,130850,92,2,0
0,92,4,0,98193,84,5,1
1,98,1,1,138831,93,2,0
0,91,2,2,111361,87,5,1
1,89,2,0,108603,87,4,1
0,93,3,0,115624,89,4,1
5,97,1,0,135732,93,3,0
3,96,1,0,125122,91,3,0
0,88,5,2,79562,78,8,1
2,98,1,0,129713,90,3,0
1,97,2,0,143118,96,3,0
16,99,1,0,137433,94,2,0
0,91,5,0,105319,86,7,1
0,93,2,0,97399,24,4,1
4,98,1,0,141653,94,2,0
1,92,2,0,122105,91,4,1
1,96,1,2,131240,92,4,0
3,94,1,0,115257,88,3,0
6,96,1,0,117337,88,2,0
1,90,2,1,113247,88,5,1
1,93,1,3,108537,87,4,1
1,98,1,1,127187,91,2,0
1,96,1,2,132929,93,3,0
1,98,1,1,121695,89,3,0
3,97,1,0,135244,94,3,0
0,96,2,0,122554,91,3,0
0,94,2,2,108763,1,5,1
0,91,3,0,94274,83,5,1
1,97,1,1,132861,93,3,0
0,95,2,1,111221,87,4,0
13,99,1,0,116474,32,2,0
9,98,1,0,112751,28,2,0
0,87,3,0,97067,84,5,1
0,90,5,0,94148,24,7,1
11,98,1,0,118509,88,2,0
0,90,3,1,106599,86,6,1
16,99,1,0,119279,17,2,0
5,98,1,0,138003,94,2,0
0,92,3,1,104785,4,5,1
0,89,3,1,96013,84,6,1
12,99,1,0,124237,90,2,0
0,90,4,0,96256,84,5,1
9,94,1,0,97755,83,3,0
1,97,1,2,132664,92,3,0
8,99,1,0,133068,13,2,0
1,97,1,1,107955,85,3,0
1,97,1,1,139217,94,3,0
1,97,1,1,124689,90,3,0
1,96,1,1,134338,94,4,0
1,89,2,0,81263,13,5,1
0,91,4,0,95233,83,6,1
0,89,2,2,79933,78,6,1
1,87,3,2,92562,83,6,1
0,88,3,2,90986,82,6,1
2,97,1,0,114160,87,3,0
1,97,2,0,129429,91,3,0
1,89,2,3,92015,82,6,1
4,97,1,0,119811,90,3,0
0,97,2,0,122478,40,4,0
