min_deg,max_deg,number_component,number_articul,numbertriangle,clique_number,max_independent_set,distribution
13,380,1,0,6409767,220,5,1
1,399,1,1,7909824,279,9,0
0,394,2,1,7610494,265,8,0
2,384,1,0,6870644,253,8,0
15,395,1,0,6952012,240,5,1
6,391,1,0,6723794,234,5,1
4,380,1,0,7068541,268,7,0
2,387,1,0,7415753,276,8,0
27,397,1,0,7324941,252,5,1
0,391,2,1,7287471,258,8,0
0,385,2,0,6684319,232,6,1
2,377,1,0,6857053,265,8,0
6,394,1,0,7127857,243,6,1
0,408,2,0,7954095,257,6,1
2,388,1,0,7208626,267,9,0
2,392,1,1,7674007,274,8,0
12,388,1,0,6744664,234,5,1
32,393,1,0,7104834,243,5,1
0,392,2,1,7069309,260,8,0
1,365,1,1,6367607,258,8,0
11,381,1,0,6670199,239,5,1
9,367,1,0,6012810,224,6,1
6,394,1,0,6938259,237,6,1
14,396,1,0,6988608,236,5,1
1,397,1,2,7527144,266,8,0
1,384,1,1,6953127,262,8,0
4,392,1,0,7328394,263,7,0
1,373,1,2,6548853,256,8,0
0,377,2,1,6551023,254,9,0
34,398,1,0,7666012,260,5,1
1,383,1,1,7243908,269,9,0
27,377,1,0,6455850,231,5,1
12,401,1,0,7028250,227,5,1
35,387,1,0,6676910,241,5,1
6,405,1,0,7303076,247,6,1
0,375,2,0,6774568,260,7,0
9,376,1,0,6386342,224,5,1
1,389,1,1,7171736,253,8,0
0,395,2,0,7281322,251,8,0
1,363,1,2,6179904,255,9,0
4,377,1,0,6953934,272,8,0
7,392,1,0,7094002,241,5,1
47,387,1,0,6684002,230,4,1
1,379,2,1,6809267,253,9,0
6,390,1,0,6889432,233,6,1
1,386,1,1,6914707,254,8,0
1,386,1,1,6540187,229,6,1
4,379,1,0,6663103,258,8,0
25,385,1,0,6834583,237,5,1
8,391,1,0,6593011,227,6,1
0,373,2,1,6361580,250,9,0
10,393,1,0,6828874,225,5,1
5,380,1,0,6341486,218,6,1
4,401,1,0,7144328,232,6,1
9,385,1,0,6532320,229,6,1
2,392,1,0,6955611,235,6,1
4,377,1,0,6482158,227,6,1
4,394,1,0,6995579,242,6,1
0,368,3,0,6509867,262,9,0
12,396,1,0,7111927,235,6,1
3,393,1,0,7179090,255,7,0
34,392,1,0,7007907,233,5,1
16,392,1,0,7004451,243,5,1
0,381,2,3,6896190,261,10,0
8,392,1,0,6987540,236,5,1
0,391,2,0,7019365,241,6,1
9,394,1,0,7291586,250,5,1
0,376,2,0,6843420,270,9,0
10,393,1,0,7127461,243,6,1
1,381,3,0,6873671,255,9,0
3,389,1,0,6602540,225,6,1
2,385,1,0,6536317,223,6,1
0,367,2,2,6108076,242,9,0
1,367,2,1,6148140,250,9,0
4,371,1,0,6009056,215,6,1
0,376,2,0,6766929,258,8,0
3,386,1,0,7321436,267,8,0
19,383,1,0,6319116,212,5,1
0,389,2,0,7228121,264,10,0
0,388,2,0,7354639,271,10,0
20,385,1,0,6815115,238,5,1
0,388,2,1,7040391,251,8,0
22,400,1,0,7341835,243,5,1
1,361,1,1,6073277,258,9,0
3,384,1,0,6968577,252,8,0
10,368,1,0,6140661,226,6,1
3,381,1,0,6765099,261,9,0
12,391,1,0,7349475,255,6,1
1,370,2,1,6032605,238,9,0
0,387,2,1,7235848,265,8,0
3,377,1,0,6786636,259,7,0
12,400,1,0,7384109,240,5,1
13,378,1,0,6154871,226,6,1
24,387,1,0,6731451,237,5,1
17,393,1,0,6625014,221,5,1
2,369,1,0,6525774,267,8,0
9,405,1,0,7420060,244,6,1
1,371,2,0,6305587,247,8,0
7,374,1,0,6204377,221,6,1
3,392,1,0,6624370,227,6,1
0,381,2,0,6821461,261,9,0
8,388,1,0,6830275,244,6,1
31,392,1,0,6901524,231,5,1
0,374,2,0,6666330,257,8,0
1,398,1,1,7422294,249,6,1
16,386,1,0,6776940,243,5,1
9,401,1,0,7375099,247,6,1
43,394,1,0,6845863,224,5,1
14,388,1,0,6775338,231,5,1
1,395,1,1,6997744,235,6,1
14,399,1,0,7475907,249,5,1
4,392,1,0,6863723,235,6,1
9,387,1,0,6796252,229,6,1
0,372,2,0,6478995,256,7,0
2,401,1,0,7275327,241,6,1
11,381,1,0,6423766,232,6,1
3,388,1,0,6853677,237,6,1
2,377,1,1,6967448,265,8,0
4,387,1,0,6467496,221,6,1
0,386,2,2,7059725,255,9,0
3,373,1,0,6510225,261,8,0
0,379,2,0,6857587,268,9,0
16,400,1,0,7290628,244,5,1
0,396,2,0,7511132,268,9,0
11,385,1,0,6598751,232,6,1
6,398,1,0,6952496,231,6,1
0,389,2,0,7267718,264,7,0
1,377,2,0,6677892,262,9,0
14,397,1,0,7157382,236,5,1
27,374,1,0,5878409,214,5,1
11,381,1,0,6346252,231,6,1
1,387,1,1,7107776,266,8,0
3,386,1,0,7310086,266,8,0
32,388,1,0,6632000,229,5,1
2,395,1,0,7428116,266,8,0
1,388,1,1,6820714,248,7,0
23,389,1,0,6656073,227,5,1
15,388,1,0,6877810,231,5,1
2,374,1,0,6416841,252,8,0
21,377,1,0,6376168,223,5,1
0,376,2,0,6343868,250,8,0
1,375,1,2,6431848,252,9,0
1,372,1,1,6582525,256,9,0
4,369,1,0,6199328,244,8,0
11,392,1,0,7139503,252,5,1
1,388,2,0,7432470,274,8,0
9,382,1,0,6693320,251,7,0
9,414,1,0,7815151,247,5,1
23,386,1,0,6771367,232,5,1
3,390,1,0,7007702,244,6,1
10,390,1,0,7179185,243,5,1
7,389,1,0,6960052,239,6,1
6,390,1,0,6650858,231,6,1
0,378,3,0,7018715,264,9,0
2,393,1,0,7553858,266,7,0
0,381,2,0,6914103,263,8,0
0,366,2,1,6053839,241,8,0
6,389,1,0,6918974,242,6,1
3,387,1,0,6580903,225,6,1
3,383,1,0,7073302,264,7,0
0,385,3,0,6821071,257,9,0
0,372,2,0,6369374,244,9,0
0,382,2,1,6870672,259,9,0
2,388,1,0,7033887,250,7,0
7,389,1,0,6764434,239,6,1
1,391,1,2,6710647,227,6,1
24,392,1,0,6628004,226,5,1
8,406,1,0,7422543,240,5,1
4,396,1,0,7379923,245,5,1
2,378,1,0,6574127,250,8,0
9,401,1,0,7520125,252,5,1
1,379,2,0,6366680,235,8,0
1,396,2,2,7344119,263,8,0
1,388,1,2,7027810,252,8,0
2,370,1,2,6215999,243,8,0
1,383,1,3,7013518,266,8,0
0,386,3,0,7075981,260,9,0
0,392,3,1,7355049,267,9,0
2,387,1,0,6849750,239,6,1
6,401,1,0,7291654,241,6,1
9,399,1,0,6822567,227,6,1
13,379,1,0,6527386,231,5,1
15,399,1,0,7528595,258,5,1
4,382,1,0,6662668,257,7,0
3,365,1,0,6323260,255,8,0
0,380,3,0,6674979,249,9,0
0,381,2,0,7226615,275,9,0
18,395,1,0,6849731,231,5,1
0,397,2,0,7354393,266,8,0
6,383,1,0,6539475,237,6,1
1,387,2,1,7035175,266,8,0
7,381,1,0,6936319,265,7,0
0,379,2,0,6853148,265,8,0
1,370,2,0,6278491,248,8,0
1,369,1,2,6219306,251,7,0
14,385,1,0,6623694,222,5,1
1,376,1,1,6654638,256,8,0
1,392,1,1,7056751,236,6,1
12,385,1,0,6868319,242,5,1
11,399,1,0,7136534,240,5,1
0,380,3,0,6672230,249,9,0
6,386,1,0,6853338,236,6,1
2,399,1,2,7668304,267,8,0
0,378,2,1,6883687,263,9,0
28,402,1,0,7739446,266,5,1
3,372,1,0,6478234,251,8,0
3,378,1,0,6749420,257,7,0
5,387,1,0,6609338,229,5,1
13,378,1,0,6285862,227,5,1
2,380,1,0,6740528,256,8,0
8,403,1,0,7325714,240,5,1
28,410,1,0,7774930,247,5,1
0,374,3,0,6617372,259,11,0
23,389,1,0,6553097,229,5,1
1,400,2,1,7851193,268,8,0
2,383,1,1,6611293,248,8,0
16,407,1,0,7449882,241,5,1
1,391,2,2,7212718,257,9,0
4,401,1,0,8212233,285,7,0
21,387,1,0,6813550,230,5,1
0,375,2,1,6812214,259,10,0
9,381,1,0,6535475,231,6,1
0,365,3,0,6235674,250,9,0
0,372,3,0,6534806,254,9,0
7,386,1,0,6622483,227,6,1
15,380,1,0,6675939,235,5,1
13,393,1,0,6806793,227,5,1
2,386,1,0,6753203,242,6,1
1,385,1,1,7418783,280,9,0
32,397,1,0,6940629,232,5,1
6,385,1,0,6902513,238,6,1
7,400,1,0,7280459,242,6,1
3,383,1,0,7130334,269,8,0
0,397,2,1,7958795,281,9,0
9,387,1,0,6719587,231,5,1
0,381,2,2,7213131,270,9,0
3,364,1,0,6167302,249,7,0
9,401,1,0,7542666,256,5,1
1,391,1,1,6817178,238,5,1
4,374,1,0,6775981,264,8,0
16,400,1,0,7008730,236,5,1
1,376,1,1,6739406,258,9,0
4,381,1,0,7072516,269,8,0
0,387,2,2,7632657,278,9,0
18,389,1,0,6779730,233,5,1
12,386,1,0,6625553,228,5,1
19,396,1,0,7186234,242,5,1
0,397,2,0,7675788,264,8,0
1,378,2,1,6701389,259,8,0
0,403,2,0,7053801,231,6,1
1,384,2,0,6872410,254,9,0
0,382,2,0,7077085,262,8,0
1,390,1,2,7008333,254,8,0
15,388,1,0,6853095,240,6,1
0,398,2,0,7151696,243,6,1
8,404,1,0,7294309,240,6,1
4,400,1,0,6996437,220,6,1
1,388,1,2,6978273,250,8,0
3,378,1,0,6669603,254,8,0
1,380,1,2,6666837,257,8,0
21,384,1,0,6678084,231,5,1
1,379,1,1,6590287,241,8,0
2,370,1,0,6179987,244,8,0
2,384,1,0,6801992,260,8,0
0,380,3,0,6696719,257,8,0
3,390,1,0,7159141,241,5,1
1,389,1,1,6983829,259,8,0
0,384,2,1,7154058,267,9,0
1,393,1,1,6868862,229,6,1
27,409,1,0,7873126,255,5,1
0,387,2,1,6995420,258,10,0
7,375,1,0,6168511,234,7,0
0,375,2,0,6175781,245,8,0
1,387,2,0,7080236,262,9,0
11,392,1,0,6844501,235,5,1
0,408,2,0,7774127,257,6,1
12,403,1,0,7446263,248,6,1
11,401,1,0,7372081,246,5,1
0,388,3,0,7387792,271,8,0
2,384,1,1,7169425,269,8,0
7,402,1,0,7561815,247,6,1
1,389,1,1,7102203,259,8,0
9,396,1,0,6879172,235,5,1
0,382,2,0,7033363,265,9,0
9,392,1,0,7022042,236,5,1
21,402,1,0,7140318,234,5,1
16,401,1,0,7586821,245,5,1
1,382,1,2,6882242,258,8,0
12,392,1,0,7037194,238,5,1
2,393,1,0,6773103,228,6,1
24,399,1,0,7492979,254,5,1
5,405,1,0,7688105,253,6,1
0,386,2,1,7329667,269,9,0
5,398,1,0,7263078,241,6,1
2,379,2,1,6515249,253,9,0
1,396,1,1,6987288,230,6,1
5,386,1,0,6694451,237,5,1
28,402,1,0,7236583,248,5,1
21,393,1,0,6945767,238,5,1
0,379,2,2,6725741,261,9,0
18,400,1,0,7094851,236,5,1
0,390,2,0,6897064,254,8,0
0,385,2,1,7322827,275,9,0
0,369,3,0,6249246,259,9,0
0,372,3,0,6562336,255,10,0
17,392,1,0,6750981,226,5,1
6,385,1,0,6769150,232,6,1
3,383,1,0,7211130,269,8,0
1,389,1,2,7402204,263,8,0
2,372,1,0,6570412,259,7,0
10,404,1,0,7667139,253,5,1
13,394,1,0,6799935,234,6,1
0,360,2,0,5986164,248,8,0
2,379,1,2,6458478,251,9,0
24,408,1,0,7324391,239,5,1
15,398,1,0,7183640,244,5,1
2,398,1,1,7516583,268,9,0
7,390,1,0,6634678,227,6,1
17,388,1,0,6841387,229,5,1
0,374,2,0,6671189,257,8,0
0,382,2,0,6843020,254,9,0
5,397,1,0,6942240,231,6,1
3,399,1,0,7262356,243,6,1
0,383,2,2,6931563,262,9,0
7,406,1,0,7902641,254,5,1
24,387,1,0,6577401,225,5,1
11,396,1,0,7260251,247,5,1
2,392,1,1,7349014,269,8,0
0,369,3,0,6278767,249,9,0
1,393,1,2,7619214,276,8,0
19,392,1,0,6994867,237,5,1
24,403,1,0,7757450,257,5,1
2,393,1,1,7350980,262,8,0
5,393,1,0,7983842,281,6,0
9,396,1,0,7237151,239,6,1
6,405,1,0,7467911,239,5,1
8,397,1,0,7067712,235,6,1
0,387,2,0,7093644,261,9,0
0,358,2,0,5945981,251,9,0
3,392,1,0,6947803,238,6,1
8,400,1,0,7264371,238,6,1
2,395,1,0,6632954,223,6,1
9,397,1,0,6825987,230,6,1
2,378,1,0,6833809,258,8,0
4,402,1,0,7635715,254,6,1
5,395,1,0,6973134,237,6,1
10,394,1,0,6788412,230,6,1
0,378,2,2,6754074,261,10,0
10,383,1,0,6404694,220,5,1
12,412,1,0,7734019,243,5,1
3,381,1,0,6773541,255,8,0
19,388,1,0,6485320,220,5,1
14,397,1,0,6955955,232,5,1
0,365,3,1,5880186,238,10,0
25,398,1,0,7194858,246,5,1
2,382,2,2,7132772,267,8,0
2,382,1,0,6427534,243,9,0
4,403,1,0,7108828,235,6,1
1,375,2,0,6357844,243,7,0
7,379,1,0,6509186,237,6,1
8,380,1,0,6593362,254,7,0
23,404,1,0,7460463,252,5,1
1,358,2,0,5838349,240,8,0
2,388,1,0,6583027,225,6,1
0,374,3,2,6521075,245,11,0
0,381,2,0,7141913,273,8,0
15,388,1,0,6815705,230,5,1
29,389,1,0,6844246,240,5,1
0,400,2,0,7389320,260,8,0
2,369,1,1,6332614,255,8,0
11,394,1,0,7089786,234,5,1
7,398,1,0,7211879,239,5,1
4,403,1,0,7554043,248,6,1
3,368,1,0,6230055,239,8,0
3,375,1,0,6588011,253,8,0
2,373,1,0,6379189,249,8,0
2,384,1,1,6918734,261,8,0
3,399,1,0,6811272,222,6,1
0,380,2,0,6588923,248,8,0
9,374,1,0,6019506,217,6,1
1,374,1,2,6825032,257,8,0
0,384,2,0,7115712,268,8,0
13,387,1,0,6819273,233,5,1
13,386,1,0,6864976,241,5,1
20,404,1,0,7510075,244,5,1
11,396,1,0,7079896,234,6,1
3,375,1,0,6503915,248,8,0
4,388,1,0,6996122,250,7,0
2,394,1,0,7393396,271,8,0
13,394,1,0,6942584,229,5,1
3,372,1,0,6636783,264,8,0
4,388,1,0,6804344,229,6,1
3,389,1,0,6505929,225,6,1
31,402,1,0,7191069,240,5,1
0,376,2,0,6999144,275,8,0
0,379,2,2,6682527,255,9,0
9,397,1,0,7153459,240,5,1
0,385,2,1,7036839,260,9,0
27,397,1,0,7341165,241,5,1
4,382,1,0,6516286,246,8,0
0,386,2,1,7001833,259,9,0
15,399,1,0,7286961,243,5,1
0,375,2,1,6456269,248,8,0
0,379,2,2,6913904,262,9,0
3,385,1,0,6751876,239,6,1
1,393,1,1,6948151,238,6,1
2,381,1,1,6956197,259,8,0
3,397,1,0,7143939,233,6,1
10,397,1,0,7108993,241,5,1
0,388,2,1,6846389,256,9,0
11,386,1,0,6653176,231,5,1
0,381,2,0,6973584,263,9,0
3,386,1,0,6869731,233,6,1
8,396,1,0,7098416,230,5,1
2,382,1,0,7013965,269,8,0
0,378,2,0,6746486,259,8,0
4,378,1,0,6641248,252,7,0
1,382,1,1,6923010,256,9,0
3,396,1,0,8037470,287,8,0
8,391,1,0,6661966,222,6,1
1,385,2,1,6944842,254,9,0
4,407,1,0,7363402,236,5,1
2,384,1,0,6635605,237,6,1
5,389,1,0,6834279,256,7,0
1,381,1,1,6939856,255,8,0
1,391,1,1,6728223,225,6,1
11,390,1,0,6671559,220,5,1
6,390,1,0,6863932,237,6,1
3,395,1,1,7479207,266,8,0
0,375,2,0,6553319,248,8,0
1,381,2,0,7200329,279,8,0
1,383,1,1,6897517,259,8,0
3,394,1,1,7620437,272,8,0
0,370,2,1,6486144,253,9,0
0,388,2,1,7376880,269,8,0
3,392,1,0,7299959,269,8,0
1,396,1,1,7685173,271,8,0
3,383,1,0,6522002,250,8,0
2,378,2,0,6587114,249,8,0
2,385,1,0,6935802,259,8,0
0,386,2,1,7344289,275,9,0
5,399,1,0,7037356,225,5,1
5,401,1,0,7073219,237,5,1
11,391,1,0,7020361,240,6,1
32,383,1,0,6627334,232,5,1
0,399,2,0,7173348,245,6,1
0,375,3,0,6696840,263,9,0
1,387,1,1,7021090,268,8,0
1,384,1,2,6710167,244,8,0
4,387,1,0,7442226,271,7,0
4,403,1,0,7302215,236,6,1
0,368,3,0,6410808,257,9,0
0,395,4,0,7629274,288,10,0
4,390,1,0,6906238,237,6,1
2,389,1,1,7009895,262,9,0
5,387,1,0,6488035,227,6,1
9,394,1,0,7384129,263,5,1
2,384,1,0,7178702,262,8,0
1,392,1,4,7047897,252,9,0
10,419,1,0,8335998,263,5,1
10,395,1,0,7075847,244,6,1
0,388,2,0,7455965,272,9,0
27,397,1,0,7152872,235,5,1
6,371,1,0,6359701,230,6,1
0,389,2,0,7363506,268,9,0
1,384,3,0,6706722,246,8,0
3,391,1,0,6668959,231,6,1
4,369,1,0,6603158,264,8,0
0,379,2,0,7046515,268,9,0
4,377,1,0,6318576,225,6,1
4,381,1,0,6821822,261,8,0
0,383,2,2,6954330,261,9,0
4,391,1,0,7324276,269,8,0
19,380,1,0,6585530,234,5,1
4,373,1,0,6557905,256,8,0
1,373,1,2,6271274,243,10,0
0,385,2,1,7092087,268,9,0
2,388,1,0,6708320,222,6,1
1,385,1,1,6757499,236,6,1
6,390,1,0,6863978,238,6,1
3,387,1,0,7366285,268,8,0
9,391,1,0,7273632,247,6,1
0,389,2,0,7639193,277,8,0
2,392,1,0,7152525,237,6,1
0,384,3,0,6990605,265,9,0
0,383,2,0,6872395,254,8,0
6,393,1,0,7112357,246,6,1
6,408,1,0,7194483,239,6,1
1,383,2,0,6775431,254,9,0
6,377,1,0,6677387,260,8,0
14,388,1,0,6775186,230,5,1
5,386,1,0,6701088,232,6,1
0,384,2,1,6635861,246,10,0
6,392,1,0,6846770,230,5,1
2,383,1,0,6903698,249,6,1
4,399,1,0,7266139,240,6,1
8,398,1,0,7310023,244,6,1
2,408,1,0,7166393,228,6,1
0,370,2,0,6299105,256,9,0
5,385,1,0,7107985,272,8,0
2,376,1,2,6525152,247,8,0
0,381,2,0,7229604,276,9,0
11,390,1,0,6457468,224,5,1
23,390,1,0,6300608,211,5,1
3,389,1,0,6651927,230,5,1
0,371,2,0,6047835,232,9,0
0,389,2,0,6871714,247,9,0
9,386,1,0,7155747,241,5,1
0,402,2,1,8127311,282,9,0
0,389,2,0,7064835,249,9,0
11,391,1,0,6823608,234,6,1
0,389,2,0,7055960,244,6,1
5,390,1,0,6947010,235,5,1
9,405,1,0,7748761,258,6,1
4,383,1,0,6597547,234,6,1
3,398,1,0,6962687,237,6,1
2,390,1,0,7196792,263,8,0
10,400,1,0,7094127,240,5,1
2,400,1,0,7509174,260,8,0
1,383,1,1,7151320,259,7,0
3,385,1,0,6898111,252,7,0
21,383,1,0,6728018,237,5,1
2,379,1,1,6625683,248,8,0
1,383,2,0,6884129,263,8,0
5,395,1,0,7332533,250,6,1
9,400,1,0,7458075,247,5,1
16,389,1,0,6748002,240,6,1
0,385,2,0,7299613,273,7,0
2,398,1,0,7346018,264,8,0
1,379,1,1,6877434,259,9,0
26,377,1,0,6404171,229,5,1
2,390,1,0,6989444,241,6,1
0,379,2,0,6997400,260,9,0
0,379,2,0,6985909,264,8,0
0,366,2,0,6203011,244,9,0
6,406,1,0,7613820,251,6,1
0,391,2,0,7178831,239,6,1
2,362,1,0,6044391,244,8,0
8,394,1,0,7136595,235,6,1
0,380,4,0,6708978,257,10,0
17,385,1,0,6414656,223,5,1
3,388,1,0,6949078,244,6,1
0,375,2,0,6598105,259,9,0
0,377,3,0,6526922,247,9,0
21,402,1,0,7556086,244,5,1
2,390,2,0,7146730,263,8,0
1,371,2,0,6451307,250,9,0
0,369,2,0,6244602,248,9,0
4,377,1,0,6335821,230,6,1
2,383,1,0,6874076,253,8,0
23,387,1,0,6594420,227,5,1
13,393,1,0,6944456,238,5,1
0,365,2,0,6067596,251,9,0
4,384,1,0,6614004,230,6,1
1,392,1,3,7256003,269,9,0
4,390,1,0,6765136,239,8,0
0,390,2,0,6852643,235,6,1
2,385,1,1,7067600,257,8,0
0,379,3,0,6653781,259,8,0
1,391,1,2,7158691,255,9,0
0,383,3,0,6769622,257,9,0
6,388,1,0,6615896,227,5,1
2,380,1,0,6948622,255,8,0
2,386,1,1,6983682,252,8,0
17,398,1,0,7471430,251,5,1
24,391,1,0,7188688,244,5,1
1,364,1,1,6038745,253,7,0
20,404,1,0,7211082,235,5,1
14,387,1,0,7029476,251,5,1
0,374,3,1,6703178,261,9,0
12,389,1,0,6711628,237,6,1
7,393,1,0,6781122,235,6,1
9,388,1,0,7129373,260,7,0
0,363,2,0,6088288,244,9,0
0,375,3,1,6913628,261,10,0
8,394,1,0,7228778,241,6,1
5,385,1,0,6889445,241,5,1
2,391,1,0,7539674,274,8,0
0,387,2,0,7013588,263,8,0
0,372,2,0,6435645,255,8,0
0,380,4,0,6835534,259,10,0
7,401,1,0,7263250,237,5,1
11,391,1,0,6951018,237,5,1
14,381,1,0,6709738,240,6,1
11,394,1,0,7037508,239,6,1
25,375,1,0,6343962,220,5,1
0,373,3,1,6526570,255,10,0
0,381,2,0,6928125,264,8,0
1,400,1,1,7629524,258,5,1
9,393,1,0,6957200,233,5,1
0,392,3,0,7297693,262,9,0
5,372,1,0,6235800,246,7,0
11,394,1,0,6829847,230,6,1
16,389,1,0,6788347,234,5,1
16,383,1,0,6667080,228,5,1
0,379,2,0,6837448,258,8,0
15,378,1,0,6496740,233,5,1
4,382,1,0,6319720,218,6,1
1,383,1,2,6995342,263,9,0
0,369,2,0,6239796,253,8,0
10,400,1,0,7003613,242,5,1
2,402,1,0,7065843,233,6,1
24,396,1,0,6995984,233,5,1
1,394,1,1,7250109,252,6,1
2,380,1,0,7040365,262,8,0
7,394,1,0,6768754,230,6,1
1,376,1,1,6573452,250,8,0
4,379,1,0,6915368,266,8,0
11,384,1,0,6542441,221,6,1
1,408,1,1,7513199,244,6,1
1,369,1,2,5933533,241,9,0
2,395,1,0,6783193,231,6,1
2,379,1,0,6586989,246,8,0
13,407,1,0,7452398,242,5,1
0,409,2,0,8269647,276,7,0
0,394,2,0,7671816,276,8,0
4,389,1,0,7148306,253,7,0
19,386,1,0,6324929,217,5,1
7,389,1,0,6730710,239,6,1
3,404,1,0,7341370,245,6,1
2,370,1,1,6490675,257,9,0
19,399,1,0,7384067,245,5,1
2,394,1,0,7487854,269,8,0
1,382,1,1,7195450,269,9,0
35,397,1,0,7377667,250,5,1
1,384,1,1,6992953,263,8,0
3,388,1,0,6818884,253,8,0
24,389,1,0,6735431,230,5,1
8,412,1,0,7699813,250,6,1
2,392,1,0,7323912,264,8,0
20,384,1,0,6288498,214,5,1
3,373,1,0,6105068,246,7,0
13,371,1,0,6374934,233,6,1
17,391,1,0,6583598,223,5,1
1,376,1,2,6554191,252,9,0
1,373,1,1,6536225,246,8,0
0,368,2,0,6238183,248,8,0
2,371,1,2,6874296,274,9,0
2,386,2,0,7005271,257,8,0
0,386,3,1,6836418,254,10,0
15,406,1,0,7673921,258,5,1
0,396,2,0,7854551,275,9,0
0,399,2,0,7893167,269,8,0
1,386,1,1,6783919,256,8,0
1,381,1,3,7111675,277,8,0
44,396,1,0,6941592,231,5,1
0,391,3,0,7390753,263,9,0
4,383,1,0,6928694,260,9,0
0,374,4,0,6586312,251,9,0
0,367,2,1,5937752,230,9,0
1,386,2,0,7037508,259,9,0
3,356,2,0,5730760,245,8,0
37,390,1,0,6951624,250,5,1
0,379,2,0,6542136,245,8,0
0,386,2,0,7081182,261,8,0
0,400,2,0,7532171,265,8,0
2,374,1,0,6535045,255,8,0
14,413,1,0,7469633,239,5,1
6,391,1,0,7138675,248,6,1
16,398,1,0,7621936,257,5,1
2,387,1,2,7099647,263,7,0
28,391,1,0,7233740,249,5,1
5,375,1,0,6611175,264,8,0
29,391,1,0,6839030,234,5,1
4,378,1,0,6325409,238,8,0
0,377,4,0,6483887,250,10,0
24,393,1,0,6982160,229,5,1
1,391,1,2,6908305,252,8,0
34,379,1,0,6372989,220,5,1
3,374,1,0,6630942,254,7,0
1,384,1,3,7034023,260,9,0
2,388,1,0,6823255,264,8,0
5,373,1,0,6264991,246,8,0
9,394,1,0,7106377,237,5,1
18,360,1,0,5645448,210,5,1
1,377,1,1,6648986,257,8,0
24,404,1,0,7429887,242,5,1
17,381,1,0,6801950,248,5,1
0,372,2,0,6707960,263,9,0
0,383,3,0,7285050,270,8,0
1,400,1,1,7799750,269,8,0
18,397,1,0,7094105,237,5,1
30,379,1,0,6632409,229,5,1
0,371,3,0,6372100,249,9,0
0,376,2,0,6563107,261,8,0
11,396,1,0,7081322,248,6,1
0,382,2,0,6886586,258,9,0
1,389,1,2,7161126,272,9,0
18,400,1,0,7280801,244,5,1
14,392,1,0,6806254,229,5,1
3,388,1,0,7092426,259,7,0
2,379,1,1,6380226,239,8,0
1,372,2,1,6488284,253,9,0
3,389,1,0,6834251,234,6,1
5,389,1,0,6867732,239,6,1
12,396,1,0,7178983,245,6,1
5,371,1,0,6589806,257,8,0
8,399,1,0,6810357,225,6,1
14,388,1,0,6671149,235,5,1
5,394,1,0,6829797,234,5,1
19,381,1,0,6609262,239,5,1
6,377,1,0,6170908,213,6,1
16,383,1,0,6638820,234,6,1
1,365,1,2,5930767,244,9,0
1,386,2,0,7225151,270,9,0
0,370,2,0,6155047,251,9,0
3,402,1,0,7309693,242,6,1
5,397,1,0,7249326,249,6,1
11,390,1,0,6969143,249,6,1
15,377,1,0,6552309,234,5,1
15,395,1,0,7333873,254,5,1
2,366,1,1,6192566,251,9,0
